,Unnamed: 0,PLAYER,POSITION,SEASON,GP,MIN,PTS,AST,BLK,DREB,EXP,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,HEIGHT,LOSES,NUM,OREB,PF,PLAYER_ID,PLUS_MINUS,REB,STL,TOV,TeamID,WEIGHT,WINS,AGE
59,59,Ben Gordon,G,2007,72.0,31.81944444444445,18.555555555555557,2.958333333333333,0.1111111111111111,2.5138888888888893,3,4.8055555555555545,1.9722222222222223,0.3687777777777777,14.847222222222221,6.4444444444444455,0.4281249999999999,4.069444444444445,3.6944444444444446,0.7904444444444443,6-3,43.0,7.0,0.5555555555555556,2.375,2732,-3.2222222222222223,3.0694444444444446,0.7638888888888888,2.083333333333333,1610612741,200,29.0,25.0
60,60,Luol Deng,F,2007,63.0,33.746031746031754,16.984126984126984,2.4603174603174605,0.4603174603174603,4.095238095238095,3,0.3492063492063492,0.12698412698412698,0.08333333333333333,14.222222222222221,6.809523809523809,0.4623492063492064,4.206349206349207,3.238095238095238,0.677984126984127,6-9,38.0,9.0,2.1587301587301586,1.8571428571428568,2736,-2.4285714285714284,6.253968253968254,0.9047619047619048,1.9047619047619049,1610612741,220,25.0,23.0
61,61,Kirk Hinrich,G,2007,75.0,31.746666666666666,11.493333333333334,6.026666666666666,0.2533333333333333,2.88,4,3.2,1.12,0.33507999999999993,10.626666666666667,4.4,0.39742666666666665,1.893333333333333,1.5733333333333333,0.4659733333333334,6-3,44.0,12.0,0.37333333333333335,2.986666666666667,2550,-1.9733333333333327,3.2533333333333334,1.16,2.0933333333333333,1610612741,190,31.0,27.0
62,62,Joakim Noah,C-F,2007,74.0,20.71621621621621,6.594594594594594,1.135135135135135,0.8648648648648649,3.27027027027027,R,0.013513513513513514,0.0,0.0,4.95945945945946,2.391891891891892,0.4097702702702703,2.621621621621621,1.8108108108108107,0.4997702702702703,6-11,43.0,13.0,2.351351351351352,2.3378378378378377,201149,-0.35135135135135137,5.621621621621622,0.9189189189189192,1.2027027027027026,1610612741,232,31.0,23.0
64,64,Chris Duhon,G,2007,66.0,22.57575757575757,5.833333333333332,3.984848484848485,0.030303030303030307,1.4696969696969695,3,2.3484848484848486,0.8181818181818182,0.2987575757575758,5.212121212121212,2.015151515151515,0.34853030303030297,1.2121212121212122,0.9848484848484848,0.3589242424242425,6-1,41.0,21.0,0.2878787878787879,1.393939393939394,2768,-0.9545454545454546,1.7575757575757576,0.7272727272727273,1.0757575757575757,1610612741,185,25.0,25.0
65,65,Tyrus Thomas,F,2007,74.0,17.918918918918926,6.783783783783784,1.2162162162162162,0.972972972972973,3.2432432432432434,1,0.08108108108108109,0.013513513513513514,0.013513513513513514,5.945945945945946,2.5135135135135136,0.3805270270270271,2.351351351351352,1.7432432432432432,0.4522027027027028,6-8,47.0,24.0,1.3783783783783785,2.2972972972972974,200748,-0.4459459459459459,4.621621621621622,0.6486486486486487,1.0405405405405406,1610612741,215,27.0,21.0
66,66,Larry Hughes,G,2007,68.0,29.720588235294123,12.161764705882351,2.661764705882353,0.25,2.8088235294117645,9,2.8529411764705883,0.9852941176470588,0.2689411764705882,11.779411764705882,4.485294117647058,0.35814705882352954,2.764705882352941,2.2058823529411766,0.44980882352941176,6-5,34.0,32.0,0.5735294117647058,2.044117647058824,1716,-2.617647058823529,3.3823529411764706,1.4558823529411764,1.7058823529411764,1610612741,185,34.0,29.0
69,69,Drew Gooden,F,2007,69.0,30.7536231884058,11.971014492753625,1.173913043478261,0.7681159420289855,6.0144927536231885,5,0.08695652173913042,0.0,0.0,10.72463768115942,4.811594202898551,0.422159420289855,3.115942028985508,2.347826086956522,0.6243333333333332,6-10,34.0,90.0,2.5362318840579707,2.9420289855072466,2400,-1.6231884057971016,8.55072463768116,0.6956521739130435,1.7681159420289856,1610612741,250,35.0,26.0
70,70,Jason Kidd,G,2007,80.0,36.3875,10.8,10.075,0.325,6.325,13,3.9,1.4875,0.3856624999999998,9.9125,3.8125,0.3787874999999999,2.0625,1.6875,0.5094875,6-4,41.0,2.0,1.175,2.0625,467,0.275,7.5,1.7,3.325,1610612742,210,39.0,35.0
71,71,Josh Howard,F-G,2007,76.0,36.23684210526316,19.907894736842106,2.1578947368421053,0.42105263157894735,5.42105263157895,4,2.763157894736842,0.8815789473684209,0.3085394736842105,16.407894736842106,7.4605263157894735,0.4534473684210524,5.052631578947368,4.105263157894736,0.7209210526315789,6-5,28.0,5.0,1.5789473684210529,2.6578947368421053,2572,5.5,7.0,0.7763157894736842,1.5,1610612742,210,48.0,28.0
72,72,Eddie Jones,G-F,2007,47.0,19.680851063829788,3.7446808510638303,1.4680851063829787,0.1702127659574468,2.4255319148936167,13,2.4680851063829787,0.7234042553191491,0.2385957446808511,3.8297872340425534,1.4042553191489362,0.33174468085106384,0.2978723404255319,0.2127659574468085,0.1276595744680851,6-6,16.0,6.0,0.3829787234042553,1.5319148936170213,224,2.4468085106382977,2.8085106382978724,0.5531914893617021,0.6170212765957447,1610612742,200,31.0,36.0
76,76,Antoine Wright,G-F,2007,56.0,22.017857142857146,6.25,1.4285714285714286,0.375,1.9107142857142856,2,1.9642857142857144,0.5714285714285714,0.21158928571428573,5.875,2.4285714285714284,0.3580714285714285,1.1964285714285714,0.8214285714285714,0.32857142857142857,6-7,30.0,21.0,0.7142857142857143,2.267857142857143,101120,-3.125,2.625,0.5,0.8928571428571429,1610612742,215,26.0,24.0
77,77,Erick Dampier,C,2007,72.0,24.36111111111111,6.1111111111111125,0.875,1.4722222222222223,4.611111111111111,11,0.0,0.0,0.0,3.8472222222222223,2.4722222222222223,0.6265694444444443,2.0277777777777777,1.1666666666666667,0.3780416666666666,6-11,28.0,25.0,2.875,3.138888888888889,956,2.3194444444444446,7.486111111111112,0.3333333333333333,1.1111111111111112,1610612742,265,44.0,32.0
78,78,Malik Allen,F,2007,73.0,15.027397260273972,4.630136986301371,0.6027397260273972,0.4246575342465753,1.7808219178082192,6,0.0273972602739726,0.0136986301369863,0.0136986301369863,4.479452054794519,2.150684931506849,0.4141917808219178,0.3424657534246575,0.3150684931506849,0.1232876712328767,6-10,39.0,30.0,0.9041095890410958,2.041095890410959,2124,-0.5205479452054794,2.684931506849315,0.2602739726027397,0.6164383561643836,1610612742,255,34.0,30.0
79,79,Jason Terry,G,2007,82.0,31.47560975609756,15.475609756097562,3.2195121951219514,0.2195121951219512,2.1707317073170733,8,4.426829268292684,1.6585365853658536,0.3478048780487805,12.292682926829267,5.743902439024391,0.459292682926829,2.7195121951219514,2.3292682926829267,0.6053536585365853,6-2,31.0,31.0,0.36585365853658536,2.073170731707317,1891,3.719512195121952,2.5365853658536586,1.0731707317073171,1.1219512195121952,1610612742,180,51.0,30.0
80,80,Brandon Bass,F,2007,79.0,19.68354430379747,8.278481012658228,0.7341772151898734,0.6075949367088608,2.873417721518988,2,0.05063291139240506,0.0,0.0,6.2405063291139244,3.113924050632912,0.4658227848101266,2.4936708860759493,2.050632911392405,0.5555443037974684,6-8,31.0,32.0,1.5189873417721518,1.8987341772151896,101138,-0.5189873417721519,4.39240506329114,0.27848101265822783,1.0379746835443038,1610612742,240,48.0,23.0
81,81,Devean George,F-G,2007,53.0,15.509433962264152,3.6603773584905666,0.660377358490566,0.2452830188679245,2.056603773584906,8,1.2830188679245282,0.4150943396226415,0.20660377358490567,3.9056603773584895,1.3962264150943395,0.3154716981132075,0.6415094339622641,0.4528301886792453,0.19339622641509435,6-8,23.0,40.0,0.5283018867924528,1.69811320754717,1904,-0.6037735849056604,2.5849056603773586,0.3584905660377358,0.4528301886792453,1610612742,235,30.0,30.0
82,82,Dirk Nowitzki,F,2007,77.0,35.96103896103896,23.59740259740261,3.4545454545454546,0.9220779220779219,7.324675324675325,9,2.8571428571428568,1.025974025974026,0.3055194805194805,17.064935064935064,8.181818181818182,0.4835844155844154,7.0649350649350655,6.207792207792207,0.8284545454545452,7-0,28.0,41.0,1.2337662337662338,2.571428571428572,1717,6.2857142857142865,8.558441558441558,0.6623376623376623,2.0779220779220777,1610612742,245,49.0,30.0
83,83,Jerry Stackhouse,G-F,2007,58.0,24.29310344827586,10.655172413793103,2.5,0.1724137931034483,1.7241379310344829,12,3.1724137931034484,1.0344827586206895,0.261448275862069,9.06896551724138,3.672413793103448,0.3926034482758621,2.5517241379310347,2.2758620689655173,0.5482758620689655,6-6,19.0,42.0,0.5689655172413793,1.4137931034482758,711,1.0344827586206895,2.2931034482758617,0.4827586206896552,1.4827586206896552,1610612742,218,39.0,33.0
86,86,JR Smith,G,2007,74.0,19.20270270270269,12.256756756756756,1.7297297297297298,0.16216216216216214,1.4729729729729732,3,5.270270270270268,2.121621621621621,0.3345810810810811,9.108108108108107,4.202702702702703,0.4294324324324323,2.4054054054054053,1.7297297297297298,0.4956081081081081,6-6,30.0,1.0,0.581081081081081,1.945945945945946,2747,2.675675675675676,2.054054054054054,0.8378378378378378,1.5135135135135136,1610612743,220,44.0,22.0
87,87,Allen Iverson,G,2007,82.0,41.804878048780495,26.390243902439018,7.146341463414633,0.14634146341463414,2.3902439024390243,11,3.3536585365853657,1.1585365853658536,0.25763414634146337,18.97560975609756,8.682926829268293,0.4605,9.719512195121947,7.865853658536586,0.8044512195121948,6-0,32.0,3.0,0.573170731707317,1.329268292682927,947,4.402439024390244,2.963414634146341,1.951219512195122,2.9878048780487805,1610612743,180,50.0,33.0
88,88,Kenyon Martin,F,2007,71.0,30.43661971830986,12.352112676056338,1.2676056338028172,1.1971830985915493,5.014084507042254,7,0.15492957746478872,0.028169014084507043,0.02112676056338028,9.845070422535214,5.295774647887324,0.5259577464788734,2.9859154929577465,1.7323943661971832,0.3795774647887325,6-9,25.0,4.0,1.4788732394366195,3.3098591549295766,2030,1.3098591549295775,6.492957746478872,1.2394366197183098,1.2816901408450705,1610612743,240,46.0,30.0
92,92,Carmelo Anthony,F,2007,77.0,36.415584415584405,25.688311688311693,3.363636363636364,0.5064935064935064,5.103896103896104,4,2.1298701298701297,0.7532467532467533,0.2676363636363636,19.233766233766232,9.454545454545457,0.4937532467532466,7.662337662337662,6.025974025974027,0.7533506493506491,6-8,30.0,15.0,2.311688311688312,3.2857142857142856,2546,2.0779220779220777,7.4155844155844175,1.2727272727272727,3.2857142857142856,1610612743,230,47.0,24.0
93,93,Eduardo Najera,F,2007,78.0,21.358974358974358,5.948717948717951,1.2179487179487178,0.5128205128205128,2.8717948717948723,7,1.8846153846153848,0.6794871794871795,0.30641025641025643,4.717948717948718,2.230769230769231,0.4799358974358977,1.1410256410256407,0.8076923076923077,0.354923076923077,6-8,30.0,21.0,1.4487179487179491,2.551282051282051,2059,4.038461538461538,4.32051282051282,0.8846153846153846,0.7564102564102564,1610612743,235,48.0,31.0
94,94,Marcus Camby,C,2007,79.0,34.949367088607595,9.126582278481012,3.2784810126582284,3.6075949367088618,10.215189873417721,11,0.2531645569620253,0.0759493670886076,0.06329113924050632,8.037974683544304,3.620253164556962,0.4490379746835445,2.556962025316456,1.810126582278481,0.5359746835443039,6-11,31.0,23.0,2.911392405063291,2.7341772151898733,948,2.911392405063291,13.126582278481012,1.0759493670886076,1.4936708860759491,1610612743,235,48.0,34.0
95,95,Anthony Carter,G,2007,70.0,28.0,7.7857142857142865,5.542857142857144,0.4,2.4714285714285715,8,1.8428571428571427,0.6428571428571429,0.27688571428571424,6.8,3.1142857142857143,0.4540285714285714,1.2142857142857142,0.9142857142857144,0.33119999999999994,6-2,28.0,25.0,0.3857142857142857,2.4571428571428573,1853,0.057142857142857134,2.8571428571428568,1.5285714285714285,1.7714285714285714,1610612743,195,42.0,33.0
97,97,Linas Kleiza,F-G,2007,79.0,23.936708860759488,11.139240506329116,1.2025316455696202,0.2405063291139241,3.050632911392405,2,3.5063291139240507,1.1898734177215189,0.2908481012658228,8.341772151898734,3.9367088607594938,0.4445949367088608,2.6962025316455698,2.075949367088608,0.5121772151898735,6-8,30.0,43.0,1.1645569620253164,2.2911392405063293,101132,3.0632911392405062,4.215189873417722,0.5569620253164557,1.1265822784810129,1610612743,245,49.0,23.0
99,99,Stephen Jackson,F,2007,73.0,39.136986301369866,20.082191780821926,4.109589041095891,0.3972602739726027,3.4383561643835616,7,6.863013698630137,2.4931506849315066,0.3441780821917809,16.493150684931507,6.684931506849315,0.40056164383561627,5.068493150684932,4.219178082191782,0.7805753424657536,6-8,27.0,1.0,0.9178082191780822,2.3424657534246576,1536,2.8219178082191783,4.356164383561644,1.2602739726027397,2.698630136986301,1610612744,218,46.0,30.0
100,100,Mickael Pietrus,F,2007,66.0,19.954545454545453,7.151515151515151,0.7424242424242424,0.6515151515151515,2.6515151515151514,4,2.772727272727273,1.0,0.3008939393939394,5.863636363636362,2.575757575757576,0.4021212121212121,1.4848484848484849,1.0,0.3030151515151515,6-6,26.0,2.0,1.0151515151515151,3.0303030303030303,2554,0.3636363636363637,3.6666666666666665,1.0,0.7272727272727273,1610612744,215,40.0,26.0
101,101,Al Harrington,F-C,2007,81.0,27.01234567901234,13.604938271604938,1.6296296296296295,0.19753086419753085,4.098765432098766,9,5.037037037037037,1.8888888888888888,0.3608641975308642,11.395061728395062,4.950617283950617,0.4257530864197531,2.345679012345679,1.8148148148148149,0.5594567901234567,6-9,33.0,3.0,1.3209876543209875,3.2839506172839505,1733,1.9259259259259256,5.419753086419753,0.9135802469135802,1.1111111111111112,1610612744,250,48.0,28.0
102,102,Baron Davis,G,2007,82.0,38.987804878048784,21.84146341463415,7.597560975609754,0.5243902439024389,3.524390243902439,8,6.402439024390246,2.109756097560976,0.30986585365853664,18.609756097560968,7.926829268292682,0.41847560975609743,5.170731707317073,3.8780487804878048,0.7196097560975608,6-3,34.0,5.0,1.170731707317073,3.0121951219512195,1884,2.9512195121951224,4.6951219512195115,2.3292682926829267,2.8292682926829267,1610612744,215,48.0,29.0
103,103,Kelenna Azubuike,G-F,2007,81.0,21.419753086419753,8.543209876543209,0.925925925925926,0.41975308641975306,2.6790123456790123,1,2.4074074074074074,0.8765432098765432,0.3462345679012346,7.246913580246915,3.2222222222222223,0.3948148148148149,1.7037037037037035,1.2222222222222223,0.3879382716049383,6-5,33.0,7.0,1.3209876543209875,1.9629629629629632,101235,-0.09876543209876544,4.0,0.5555555555555556,0.7160493827160493,1610612744,220,48.0,24.0
104,104,Monta Ellis,G,2007,81.0,37.95061728395061,20.19753086419753,3.888888888888889,0.3333333333333333,3.3456790123456788,2,0.6419753086419753,0.14814814814814814,0.07509876543209877,15.148148148148149,8.049382716049383,0.5244938271604938,5.148148148148149,3.9506172839506166,0.7363209876543211,6-3,33.0,8.0,1.6419753086419753,2.4074074074074074,101145,2.6049382716049383,4.987654320987653,1.530864197530864,2.1358024691358017,1610612744,177,48.0,22.0
105,105,Andris Biedrins,C,2007,76.0,27.328947368421048,10.473684210526317,0.986842105263158,1.236842105263158,6.421052631578947,3,0.0,0.0,0.0,7.144736842105262,4.473684210526316,0.6240000000000002,2.4605263157894743,1.5263157894736843,0.3952236842105263,6-11,32.0,15.0,3.3684210526315788,3.4473684210526314,2740,2.763157894736842,9.789473684210526,0.7368421052631579,1.118421052631579,1610612744,230,44.0,22.0
108,108,Matt Barnes,F,2007,73.0,19.27397260273973,6.657534246575342,1.904109589041096,0.4931506849315068,3.150684931506848,4,2.4794520547945207,0.726027397260274,0.22934246575342465,6.054794520547945,2.5616438356164384,0.37701369863013695,1.082191780821918,0.8082191780821918,0.3392739726027397,6-7,31.0,22.0,1.2876712328767124,2.1780821917808217,2440,0.0,4.438356164383562,0.6575342465753424,1.1643835616438356,1610612744,226,42.0,28.0
114,114,Tracy McGrady,G,2007,66.0,36.96969696969697,21.62121212121212,5.863636363636362,0.4545454545454545,4.5,10,4.46969696969697,1.303030303030303,0.26030303030303026,19.803030303030305,8.303030303030303,0.4088484848484848,5.424242424242424,3.712121212121212,0.6403787878787881,6-8,20.0,1.0,0.6363636363636364,1.3787878787878791,1503,4.0151515151515165,5.136363636363637,1.0303030303030305,2.4242424242424243,1610612745,223,46.0,29.0
115,115,Luther Head,G,2007,73.0,18.876712328767127,7.63013698630137,1.8904109589041096,0.1232876712328767,1.6027397260273972,2,3.0821917808219177,1.082191780821918,0.2902876712328767,6.534246575342466,2.8219178082191783,0.40960273972602734,1.1095890410958904,0.9041095890410958,0.327972602739726,6-3,27.0,2.0,0.2465753424657534,1.0273972602739727,101129,1.7808219178082192,1.8493150684931507,0.6027397260273972,0.9589041095890408,1610612745,185,46.0,25.0
117,117,Luis Scola,F-C,2007,82.0,24.670731707317074,10.329268292682928,1.2926829268292683,0.23170731707317074,4.280487804878049,R,0.03658536585365853,0.0,0.0,8.170731707317072,4.2073170731707314,0.4742682926829266,2.865853658536585,1.9146341463414642,0.4471097560975609,6-9,27.0,4.0,2.1219512195121952,2.865853658536585,2449,2.048780487804878,6.402439024390246,0.7317073170731707,1.2804878048780488,1610612745,245,55.0,28.0
118,118,Bobby Jackson,G,2007,72.0,19.23611111111111,7.680555555555554,1.930555555555556,0.06944444444444445,2.055555555555556,10,3.138888888888889,1.125,0.3298333333333333,7.027777777777778,2.833333333333333,0.3857361111111112,1.125,0.8888888888888888,0.30904166666666666,6-1,20.0,8.0,0.4583333333333333,1.3333333333333333,1517,2.0694444444444446,2.5138888888888893,0.625,0.8194444444444444,1610612745,185,52.0,35.0
119,119,Yao Ming,C,2007,55.0,37.163636363636364,21.98181818181818,2.345454545454545,2.018181818181818,7.672727272727273,5,0.03636363636363636,0.0,0.0,15.49090909090909,7.8545454545454545,0.5105090909090908,7.381818181818183,6.2727272727272725,0.8288545454545454,7-6,19.0,11.0,3.1272727272727274,3.109090909090909,2397,3.4363636363636365,10.8,0.4545454545454545,3.3272727272727267,1610612745,310,36.0,27.0
120,120,Rafer Alston,G,2007,74.0,34.148648648648646,13.094594594594595,5.297297297297297,0.2432432432432433,3.135135135135135,8,5.5,1.9324324324324325,0.3290945945945945,12.486486486486484,4.918918918918919,0.3875135135135135,1.8513513513513515,1.3243243243243243,0.4395945945945946,6-2,23.0,12.0,0.3783783783783784,1.8783783783783785,1747,4.4324324324324325,3.5135135135135136,1.3243243243243243,2.1621621621621623,1610612745,175,51.0,31.0
121,121,Carl Landry,F,2007,42.0,16.88095238095238,8.142857142857142,0.5,0.16666666666666666,2.642857142857143,R,0.023809523809523808,0.0,0.0,5.214285714285714,3.2142857142857144,0.6046190476190476,2.595238095238096,1.7142857142857142,0.4806904761904763,6-9,10.0,14.0,2.2857142857142856,2.333333333333333,201171,2.3095238095238093,4.928571428571429,0.4047619047619048,0.6190476190476191,1610612745,248,32.0,24.0
124,124,Shane Battier,F,2007,80.0,36.325,9.3,1.9375,1.125,3.45,6,4.6125,1.7375,0.36135,7.7375,3.3125,0.4266124999999999,1.2625,0.9375,0.3615625,6-8,26.0,31.0,1.6375,2.45,2203,4.225,5.0875,0.9625,0.975,1610612745,220,54.0,29.0
126,126,Chuck Hayes,F,2007,79.0,19.96202531645569,3.0,1.1518987341772151,0.5443037974683544,3.734177215189873,2,0.0379746835443038,0.0,0.0,2.79746835443038,1.4303797468354431,0.5038607594936709,0.3037974683544304,0.13924050632911392,0.07341772151898733,6-6,27.0,44.0,1.6708860759493671,2.6835443037974684,101236,2.6202531645569622,5.405063291139243,1.0759493670886076,0.7848101265822784,1610612745,238,52.0,25.0
127,127,Dikembe Mutombo,C,2007,39.0,15.846153846153848,3.0256410256410247,0.1282051282051282,1.2307692307692308,3.358974358974359,16,0.0,0.0,0.0,2.051282051282051,1.1025641025641026,0.3474615384615385,1.1538461538461535,0.8205128205128205,0.32905128205128203,7-2,13.0,55.0,1.7435897435897436,1.4102564102564104,87,1.3333333333333333,5.102564102564102,0.28205128205128205,0.4358974358974359,1610612745,260,26.0,42.0
129,129,Tim Thomas,F,2007,63.0,30.793650793650798,12.38095238095238,2.7142857142857144,0.4603174603174603,4.142857142857143,10,4.301587301587301,1.3174603174603174,0.28238095238095234,11.190476190476188,4.61904761904762,0.3906190476190477,2.4285714285714284,1.8253968253968251,0.5904920634920636,6-10,45.0,2.0,0.984126984126984,3.0476190476190474,1501,-3.3492063492063493,5.126984126984127,0.6349206349206349,1.5555555555555556,1610612746,240,18.0,31.0
131,131,Cuttino Mobley,G,2007,77.0,35.01298701298701,12.779220779220779,2.623376623376624,0.4415584415584416,2.9220779220779223,9,2.493506493506493,0.8701298701298701,0.2902597402597402,11.298701298701301,4.896103896103896,0.4277012987012985,2.5844155844155843,2.116883116883117,0.5524935064935064,6-4,55.0,5.0,0.6493506493506493,1.974025974025974,1749,-5.701298701298702,3.571428571428572,1.0129870129870129,1.5974025974025974,1610612746,215,22.0,32.0
132,132,Dan Dickau,G,2007,67.0,15.492537313432836,5.253731343283582,2.567164179104477,0.04477611940298507,1.2537313432835822,5,1.6119402985074631,0.5373134328358209,0.2504626865671642,4.4179104477611935,1.8507462686567164,0.3923134328358208,1.2238805970149254,1.0149253731343284,0.3617910447761194,6-0,52.0,10.0,0.19402985074626866,1.6119402985074631,2424,-1.0149253731343284,1.4477611940298507,0.4776119402985074,0.8208955223880597,1610612746,180,15.0,29.0
133,133,Al Thornton,F,2007,79.0,27.39240506329114,12.721518987341776,1.240506329113924,0.5443037974683544,3.2911392405063293,R,1.6455696202531649,0.5443037974683544,0.2217215189873417,11.025316455696204,4.734177215189874,0.425379746835443,3.645569620253165,2.7088607594936707,0.5448607594936707,6-8,56.0,12.0,1.240506329113924,2.4683544303797467,201154,-5.139240506329113,4.5316455696202524,0.5822784810126582,1.620253164556962,1610612746,220,23.0,24.0
134,134,Quinton Ross,G-F,2007,76.0,19.789473684210527,4.0921052631578965,1.1578947368421053,0.4342105263157895,1.5526315789473684,3,0.27631578947368424,0.11842105263157895,0.07346052631578948,4.407894736842105,1.7236842105263157,0.35798684210526305,0.7894736842105263,0.5263157894736842,0.17785526315789474,6-6,54.0,13.0,0.7105263157894737,1.7368421052631582,2624,-4.289473684210527,2.263157894736842,0.5657894736842105,0.3815789473684211,1610612746,193,22.0,27.0
136,136,Josh Powell,C-F,2007,64.0,19.1875,5.515625,0.734375,0.359375,3.375,2,0.046875,0.0,0.0,4.921875,2.265625,0.40196875,1.359375,0.984375,0.38215625,6-9,48.0,21.0,1.796875,2.03125,2694,-5.0,5.171875,0.21875,1.015625,1610612746,240,16.0,25.0
137,137,Brevin Knight,G,2007,74.0,22.60810810810811,4.567567567567568,4.4324324324324325,0.14864864864864866,1.7162162162162162,10,0.08108108108108109,0.0,0.0,4.621621621621622,1.864864864864865,0.33145945945945937,0.9594594594594594,0.8378378378378378,0.3524864864864865,5-10,52.0,22.0,0.20270270270270271,2.1621621621621623,1510,-4.5,1.9189189189189189,1.3513513513513509,0.9594594594594594,1610612746,170,22.0,32.0
138,138,Chris Kaman,C,2007,56.0,37.142857142857146,15.678571428571427,1.9107142857142856,2.7678571428571432,9.607142857142858,4,0.07142857142857142,0.0,0.0,12.5,6.0357142857142865,0.5052857142857142,4.732142857142857,3.6071428571428568,0.672607142857143,7-0,36.0,35.0,3.0892857142857144,3.196428571428572,2549,-3.3571428571428568,12.696428571428573,0.5892857142857143,2.9285714285714284,1610612746,265,20.0,26.0
141,141,Corey Maggette,F,2007,70.0,35.67142857142857,22.1,2.7,0.1,4.514285714285714,8,2.9,1.1142857142857143,0.30948571428571425,14.285714285714285,6.542857142857143,0.4607,9.728571428571428,7.9,0.8010285714285713,6-6,49.0,50.0,1.1142857142857143,3.0,1894,-3.3714285714285714,5.628571428571429,1.0142857142857142,2.7857142857142856,1610612746,225,21.0,28.0
142,142,Derek Fisher,G,2007,82.0,27.42682926829268,11.658536585365852,2.914634146341464,0.03658536585365853,1.7804878048780488,11,3.365853658536585,1.3658536585365857,0.3867073170731707,9.475609756097562,4.134146341463413,0.43456097560975626,2.292682926829268,2.024390243902439,0.5793536585365853,6-1,25.0,2.0,0.2926829268292683,2.292682926829268,965,3.9146341463414633,2.073170731707317,1.0487804878048779,1.0975609756097562,1610612747,210,57.0,33.0
143,143,Trevor Ariza,F,2007,35.0,15.657142857142857,5.485714285714287,1.2571428571428571,0.3142857142857143,2.2285714285714286,3,0.5142857142857142,0.14285714285714285,0.08571428571428573,3.8857142857142857,1.9714285714285715,0.4138857142857143,2.142857142857143,1.4,0.4138857142857143,6-8,8.0,3.0,0.8571428571428571,1.2857142857142858,2772,0.5428571428571428,3.085714285714286,0.8857142857142857,0.6571428571428571,1610612747,210,27.0,23.0
144,144,Luke Walton,F,2007,74.0,23.378378378378372,7.22972972972973,2.9459459459459465,0.2432432432432433,2.783783783783784,4,1.135135135135135,0.3783783783783784,0.18760810810810813,6.45945945945946,2.9054054054054053,0.45016216216216215,1.4729729729729732,1.0405405405405406,0.3336756756756757,6-8,23.0,4.0,1.1486486486486491,1.7972972972972974,2575,2.95945945945946,3.932432432432433,0.8108108108108109,1.3513513513513509,1610612747,235,51.0,28.0
145,145,Jordan Farmar,G,2007,82.0,20.621951219512194,9.134146341463415,2.7439024390243905,0.06097560975609756,1.7560975609756098,1,3.7439024390243913,1.3902439024390243,0.34387804878048783,7.695121951219512,3.5487804878048776,0.4472073170731706,0.951219512195122,0.6463414634146342,0.30813414634146336,6-2,25.0,5.0,0.475609756097561,1.2804878048780488,200770,3.426829268292684,2.231707317073171,0.9390243902439024,1.3170731707317074,1610612747,180,57.0,21.0
146,146,Lamar Odom,F,2007,77.0,37.935064935064936,14.207792207792208,3.5454545454545454,0.935064935064935,8.07792207792208,8,1.4675324675324677,0.4025974025974026,0.2389350649350649,10.324675324675324,5.4155844155844175,0.5443506493506495,4.259740259740259,2.9740259740259742,0.5936883116883117,6-10,23.0,7.0,2.5584415584415585,2.883116883116883,1885,6.2597402597402585,10.636363636363637,0.9740259740259741,2.0259740259740258,1610612747,230,54.0,28.0
147,147,Vladimir Radmanovic,F,2007,65.0,22.8,8.353846153846153,1.892307692307692,0.18461538461538465,2.4461538461538463,6,3.6,1.4615384615384617,0.3596153846153846,6.723076923076923,3.0461538461538464,0.4134615384615383,1.0,0.8,0.3346153846153846,6-10,20.0,10.0,0.8615384615384616,2.261538461538461,2209,5.476923076923077,3.3076923076923075,0.7076923076923077,1.1230769230769229,1610612747,235,45.0,27.0
150,150,Pau Gasol,F-C,2007,66.0,35.59090909090909,18.87878787878788,3.196969696969697,1.4848484848484849,6.03030303030303,6,0.2424242424242425,0.060606060606060615,0.05303030303030303,13.484848484848484,7.196969696969697,0.5233181818181816,5.4848484848484835,4.424242424242424,0.755530303030303,7-0,34.0,16.0,2.3484848484848486,2.106060606060606,2200,3.287878787878788,8.378787878787879,0.4545454545454545,1.8787878787878791,1610612747,250,32.0,27.0
151,151,Andrew Bynum,C,2007,35.0,28.82857142857143,13.142857142857142,1.7428571428571429,2.057142857142857,7.171428571428572,2,0.0,0.0,0.0,8.485714285714286,5.4,0.6464285714285715,3.3714285714285714,2.342857142857143,0.5219428571428572,7-0,11.0,17.0,3.0,2.8,101115,6.8,10.17142857142857,0.3428571428571429,1.4857142857142858,1610612747,285,24.0,20.0
152,152,Sasha Vujacic,G,2007,72.0,17.777777777777782,8.777777777777779,1.0,0.06944444444444445,1.875,3,3.75,1.6388888888888888,0.4096388888888888,6.6944444444444455,3.0416666666666665,0.4273611111111112,1.2638888888888888,1.0555555555555556,0.4177777777777778,6-7,23.0,18.0,0.2638888888888889,1.4861111111111112,2756,2.0,2.1388888888888893,0.5,0.7222222222222222,1610612747,205,49.0,24.0
