,Unnamed: 0,PLAYER,POSITION,SEASON,GP,MIN,PTS,AST,BLK,DREB,EXP,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,HEIGHT,LOSES,NUM,OREB,PF,PLAYER_ID,PLUS_MINUS,REB,STL,TOV,TeamID,WEIGHT,WINS,AGE
2137,2137,Al Horford,C-F,2012,74.0,37.25675675675676,17.41891891891892,3.2432432432432434,1.054054054054054,7.594594594594594,5,0.08108108108108109,0.040540540540540536,0.027027027027027032,14.324324324324325,7.783783783783784,0.5432972972972973,2.810810810810811,1.8108108108108107,0.5116891891891893,6-10,32.0,15.0,2.635135135135134,2.2027027027027017,201143,2.189189189189189,10.22972972972973,1.054054054054054,1.9864864864864864,1610612737,250,42.0,27.0
2138,2138,Kyle Korver,F-G,2012,74.0,30.52702702702703,10.945945945945946,1.9729729729729728,0.5,3.6486486486486487,9,5.594594594594594,2.5540540540540544,0.4533378378378379,8.121621621621621,3.743243243243243,0.4534459459459457,1.054054054054054,0.9054054054054054,0.4477567567567568,6-7,33.0,26.0,0.3108108108108108,2.2972972972972974,2594,2.635135135135134,3.95945945945946,0.945945945945946,0.945945945945946,1610612737,212,41.0,32.0
2139,2139,Zaza Pachulia,C-F,2012,52.0,21.76923076923077,5.884615384615384,1.5192307692307692,0.2307692307692308,3.9230769230769234,9,0.0576923076923077,0.0,0.0,4.634615384615385,2.1923076923076925,0.4549807692307692,1.9807692307692308,1.5,0.49,6-11,23.0,27.0,2.5384615384615383,2.4615384615384617,2585,-0.5192307692307693,6.461538461538463,0.6730769230769231,1.3461538461538465,1610612737,275,29.0,29.0
2142,2142,Devin Harris,G,2012,58.0,24.48275862068965,9.948275862068966,3.396551724137931,0.2241379310344828,1.8965517241379308,8,3.9655172413793123,1.3275862068965518,0.2951551724137931,7.637931034482759,3.3448275862068964,0.4150344827586207,2.655172413793104,1.9310344827586208,0.5466206896551724,6-3,23.0,34.0,0.10344827586206896,1.7758620689655171,2734,2.655172413793104,2.0,1.1034482758620692,1.5172413793103448,1610612737,192,35.0,30.0
2143,2143,Ivan Johnson,F,2012,69.0,15.0,6.550724637681159,0.6666666666666666,0.2028985507246377,2.753623188405797,1,0.18840579710144928,0.014492753623188406,0.014492753623188406,5.159420289855072,2.681159420289855,0.5032173913043477,1.8985507246376807,1.173913043478261,0.3494927536231883,6-8,34.0,44.0,1.1014492753623188,1.8985507246376807,201274,-0.3188405797101449,3.855072463768116,0.8115942028985508,1.0289855072463767,1610612737,255,35.0,29.0
2144,2144,DeShawn Stevenson,F-G,2012,56.0,20.678571428571427,5.071428571428571,0.9285714285714286,0.10714285714285714,1.8571428571428568,12,3.7321428571428568,1.3571428571428572,0.3229285714285715,4.678571428571429,1.75,0.35316071428571433,0.4107142857142857,0.21428571428571427,0.10714285714285714,6-5,26.0,92.0,0.32142857142857145,1.2321428571428572,2052,-1.0,2.1785714285714284,0.5178571428571429,0.4107142857142857,1610612737,218,30.0,32.0
2145,2145,Avery Bradley,G,2012,50.0,28.68,9.22,2.08,0.38,1.62,2,2.52,0.8,0.29606,9.56,3.84,0.3926600000000001,0.98,0.74,0.35,6-2,23.0,0.0,0.6,2.58,202340,-0.88,2.22,1.28,1.44,1610612738,180,27.0,22.0
2146,2146,Jason Terry,G,2012,79.0,26.87341772151899,10.113924050632912,2.5063291139240507,0.13924050632911392,1.7721518987341771,13,4.189873417721518,1.5569620253164558,0.35520253164556964,8.20253164556962,3.556962025316456,0.4341898734177215,1.6582278481012658,1.4430379746835442,0.5405949367088607,6-2,39.0,4.0,0.2405063291139241,1.3924050632911391,1891,0.7594936708860759,2.0126582278481013,0.8354430379746836,1.2911392405063291,1610612738,180,40.0,35.0
2147,2147,Kevin Garnett,C-F,2012,68.0,29.764705882352942,14.764705882352946,2.338235294117647,0.9117647058823528,6.691176470588236,17,0.2352941176470588,0.029411764705882363,0.02205882352941177,12.5,6.205882352941178,0.5094411764705883,2.9558823529411766,2.323529411764706,0.6368676470588235,6-11,32.0,5.0,1.1029411764705883,2.264705882352941,708,1.6470588235294117,7.794117647058822,1.1470588235294117,1.6176470588235294,1610612738,253,36.0,37.0
2148,2148,Jared Sullinger,F,2012,45.0,19.75555555555556,6.0,0.7777777777777778,0.4888888888888889,3.8222222222222224,R,0.1111111111111111,0.022222222222222227,0.022222222222222227,5.0,2.466666666666667,0.4519999999999999,1.4,1.0444444444444445,0.38333333333333336,6-9,23.0,7.0,2.0444444444444443,3.4222222222222216,203096,0.9777777777777776,5.866666666666666,0.4888888888888889,0.6444444444444445,1610612738,260,22.0,21.0
2149,2149,Jeff Green,F,2012,81.0,27.777777777777786,12.790123456790125,1.5802469135802468,0.8395061728395061,3.2469135802469133,4,2.2469135802469142,0.8641975308641975,0.35285185185185186,9.950617283950617,4.641975308641976,0.4490864197530864,3.271604938271605,2.6419753086419755,0.5669506172839507,6-9,40.0,8.0,0.6790123456790124,2.1604938271604937,201145,0.04938271604938271,3.925925925925928,0.6913580246913579,1.6296296296296295,1610612738,235,41.0,26.0
