,GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,CFID,CFPARAMS,PLAYOFFS
4,By Year,2013-14,82,44,38,0.537,3976.0,104.4,104.9,-0.6,0.585,1.44,16.8,0.217,0.723,0.471,0.154,0.514,0.555,93.68,0.492,1,6,7,6,5,4,12,8,10,14,10,21,14,21,12,1,1,12,8,210,2013-14,1
5,By Year,2012-13,82,49,33,0.598,3971.0,105.0,103.6,1.4,0.567,1.38,16.2,0.309,0.737,0.522,0.159,0.498,0.536,91.23,0.509,1,2,2,2,8,2,11,5,15,16,13,4,10,1,19,5,6,22,5,210,2012-13,1
6,By Year,2011-12,66,22,44,0.333,3178.0,99.7,106.9,-7.2,0.58,1.32,15.9,0.278,0.707,0.486,0.161,0.473,0.516,92.71,0.448,21,17,11,14,21,17,16,20,12,19,17,8,17,17,21,13,14,15,20,210,2011-12,0
7,By Year,2010-11,82,24,58,0.293,4001.0,100.2,107.0,-6.9,0.59,1.5,16.7,0.261,0.742,0.494,0.149,0.474,0.517,92.39,0.452,1,16,19,19,2,16,17,19,9,13,11,10,6,10,6,12,12,17,19,210,2010-11,0
8,By Year,2009-10,82,12,70,0.146,3956.0,98.1,108.0,-10.0,0.547,1.3,15.2,0.251,0.718,0.474,0.153,0.458,0.509,93.62,0.429,1,22,22,22,13,20,18,22,21,20,21,15,15,19,11,19,19,13,22,210,2009-10,0
9,By Year,2008-09,82,34,48,0.415,3966.0,105.4,108.2,-2.8,0.559,1.52,16.2,0.252,0.735,0.49,0.141,0.497,0.543,92.3,0.474,1,11,13,11,9,1,20,11,18,9,14,14,11,14,1,6,5,18,13,210,2008-09,0
10,By Year,2007-08,82,34,48,0.415,3966.0,101.4,106.6,-5.2,0.674,1.57,18.2,0.266,0.738,0.501,0.159,0.481,0.528,93.87,0.475,1,11,13,11,9,12,15,16,3,5,5,9,8,6,17,9,8,11,12,210,2007-08,0
11,By Year,2006-07,82,41,41,0.5,3976.0,103.7,103.5,0.2,0.674,1.62,18.7,0.246,0.744,0.497,0.157,0.504,0.546,93.61,0.499,1,9,10,9,5,6,10,7,4,4,2,16,5,9,15,4,4,14,6,210,2006-07,1
12,By Year,2005-06,82,49,33,0.598,3956.0,101.5,99.8,1.7,0.678,1.68,18.3,0.24,0.763,0.498,0.148,0.478,0.528,92.03,0.513,1,2,2,2,13,10,4,4,2,1,4,18,2,8,4,10,9,19,4,210,2005-06,1
13,By Year,2004-05,82,42,40,0.512,3981.0,98.3,100.4,-2.1,0.644,1.52,17.3,0.255,0.732,0.49,0.153,0.463,0.512,91.73,0.49,1,8,9,8,4,18,5,10,7,8,7,13,12,15,10,18,18,21,9,210,2004-05,1
14,By Year,2003-04,82,47,35,0.573,3941.0,98.2,95.2,3.0,0.714,1.66,19.3,0.259,0.739,0.499,0.16,0.471,0.515,91.9,0.533,1,5,6,5,19,19,1,3,1,3,1,11,7,7,20,14,16,20,3,210,2003-04,1
15,By Year,2002-03,82,49,33,0.598,3951.0,100.6,95.5,5.1,0.649,1.56,17.7,0.287,0.731,0.509,0.156,0.468,0.518,94.23,0.544,1,2,2,2,15,15,2,1,6,6,6,6,13,3,14,16,11,9,1,210,2002-03,1
16,By Year,2001-02,82,52,30,0.634,3966.0,101.1,96.6,4.5,0.654,1.67,18.4,0.292,0.716,0.503,0.152,0.476,0.515,94.54,0.537,1,1,1,1,9,13,3,2,5,2,3,5,16,5,9,11,15,6,2,210,2001-02,1
17,By Year,2000-01,82,26,56,0.317,3946.0,96.9,103.0,-6.1,0.576,1.33,15.6,0.257,0.7,0.473,0.155,0.452,0.504,94.46,0.446,1,14,17,16,18,21,7,17,14,18,20,12,18,20,13,21,20,7,21,210,2000-01,0
18,By Year,1999-00,82,31,51,0.378,3966.0,102.3,103.3,-1.0,0.567,1.51,15.9,0.281,0.672,0.47,0.142,0.468,0.517,95.14,0.479,1,13,16,13,9,7,8,9,16,12,16,7,21,22,2,15,13,4,11,210,1999-00,0
19,By Year,1998-99,50,16,34,0.32,2410.0,96.3,100.6,-4.4,0.546,1.23,14.4,0.311,0.697,0.494,0.158,0.434,0.485,94.34,0.466,22,21,5,15,22,22,6,13,22,22,22,3,19,12,16,22,22,8,15,210,1998-99,0
20,By Year,1997-98,82,43,39,0.524,3976.0,104.8,103.3,1.4,0.552,1.43,15.6,0.367,0.664,0.506,0.151,0.463,0.513,94.05,0.497,1,7,8,7,5,3,9,6,20,15,19,1,22,4,8,17,17,10,7,210,1997-98,1
21,By Year,1996-97,82,26,56,0.317,4078.0,101.4,106.5,-5.1,0.576,1.34,15.7,0.364,0.69,0.518,0.164,0.456,0.499,92.4,0.457,1,14,17,16,1,11,14,15,13,17,18,2,20,2,22,20,21,16,18,210,1996-97,0
0,By Year,2017-18,70,25,45,0.357,3385.0,104.1,108.2,-4.1,0.565,1.53,17.1,0.244,0.768,0.507,0.149,0.51,0.544,99.11,0.484,20,19,10,18,20,7,17,18,9,7,4,16,1,5,9,3,5,1,12,210,2017-18,0
1,By Year,2016-17,82,31,51,0.378,3971.0,104.7,108.7,-4.1,0.551,1.57,16.3,0.266,0.741,0.503,0.139,0.496,0.534,98.63,0.482,1,15,17,16,10,6,20,17,15,2,10,10,6,7,5,8,10,3,13,210,2016-17,0
2,By Year,2015-16,82,32,50,0.39,3961.0,102.0,104.8,-2.8,0.557,1.53,16.1,0.237,0.758,0.501,0.139,0.483,0.527,95.83,0.487,1,13,15,14,15,11,11,12,13,8,12,21,2,9,3,13,15,6,11,210,2015-16,0
3,By Year,2014-15,82,17,65,0.207,3971.0,97.1,107.2,-10.1,0.606,1.45,16.8,0.245,0.731,0.481,0.155,0.47,0.508,93.67,0.441,1,22,22,22,10,21,16,22,5,10,5,15,11,18,11,20,22,9,21,210,2014-15,0
4,By Year,2013-14,82,37,45,0.451,3971.0,105.4,106.5,-1.0,0.542,1.54,16.1,0.251,0.743,0.49,0.139,0.505,0.541,92.59,0.49,1,8,10,10,10,3,13,9,18,5,11,13,5,16,2,5,7,14,9,210,2013-14,0
5,By Year,2012-13,82,54,28,0.659,3946.0,108.6,103.5,5.1,0.527,1.6,15.8,0.256,0.747,0.493,0.131,0.515,0.55,92.03,0.512,1,2,3,2,19,1,9,1,20,1,17,12,3,15,1,1,2,17,6,210,2012-13,1
6,By Year,2011-12,66,36,30,0.545,3188.0,101.4,98.4,3.0,0.562,1.26,15.7,0.266,0.737,0.499,0.166,0.492,0.533,95.7,0.52,21,10,4,5,21,13,6,5,10,18,18,9,9,11,16,10,11,7,2,210,2011-12,1
7,By Year,2010-11,82,42,40,0.512,3956.0,108.3,106.9,1.4,0.56,1.56,16.5,0.242,0.719,0.479,0.139,0.513,0.561,98.1,0.504,1,6,8,8,18,2,15,8,11,4,9,19,19,19,4,2,1,4,8,210,2010-11,1
8,By Year,2009-10,82,29,53,0.354,3976.0,105.2,109.1,-4.0,0.567,1.54,16.8,0.235,0.721,0.474,0.144,0.509,0.547,96.1,0.474,1,17,19,19,5,5,21,16,8,6,7,22,17,22,7,4,3,5,15,210,2009-10,0
9,By Year,2008-09,82,32,50,0.39,3961.0,105.3,108.4,-3.1,0.551,1.48,16.0,0.244,0.727,0.478,0.143,0.503,0.544,99.03,0.467,1,13,15,14,15,4,19,13,16,9,14,17,15,20,6,6,6,2,18,210,2008-09,0
10,By Year,2007-08,82,23,59,0.28,3976.0,101.4,109.6,-8.2,0.516,1.29,14.7,0.286,0.727,0.499,0.151,0.475,0.518,94.07,0.44,1,20,20,20,8,14,22,21,22,16,21,5,16,12,10,18,19,8,22,210,2007-08,0
11,By Year,2006-07,82,33,49,0.402,4001.0,102.7,106.3,-3.6,0.528,1.09,14.8,0.31,0.74,0.527,0.181,0.494,0.539,93.14,0.471,1,11,13,12,2,9,12,15,19,21,20,2,8,1,20,9,8,12,17,210,2006-07,0
12,By Year,2005-06,82,23,59,0.28,3986.0,101.1,108.4,-7.3,0.52,1.01,14.3,0.312,0.728,0.518,0.187,0.481,0.534,93.22,0.444,1,20,20,20,3,15,18,20,21,22,22,1,14,3,21,15,9,11,20,210,2005-06,0
13,By Year,2004-05,82,33,49,0.402,3976.0,103.0,106.5,-3.5,0.559,1.38,16.0,0.283,0.712,0.496,0.155,0.485,0.531,93.08,0.475,1,11,13,12,5,8,14,14,12,13,13,6,21,14,12,12,12,13,14,210,2004-05,0
14,By Year,2003-04,82,39,43,0.476,3976.0,99.1,100.3,-1.2,0.588,1.31,16.5,0.28,0.728,0.507,0.169,0.474,0.518,92.08,0.488,1,7,9,9,5,18,7,10,7,15,8,7,13,6,18,19,18,16,10,210,2003-04,1
15,By Year,2002-03,82,37,45,0.451,3971.0,101.5,103.7,-2.2,0.607,1.57,17.3,0.244,0.718,0.476,0.148,0.486,0.528,93.26,0.474,1,8,10,10,9,12,10,11,4,3,3,18,20,21,8,11,13,10,16,210,2002-03,0
16,By Year,2001-02,82,30,52,0.366,3961.0,98.6,103.0,-4.4,0.611,1.44,16.8,0.256,0.719,0.488,0.156,0.468,0.514,92.32,0.466,1,16,18,17,15,20,8,19,3,11,6,11,18,17,13,21,20,15,19,210,2001-02,0
17,By Year,2000-01,82,48,34,0.585,3981.0,98.7,95.5,3.1,0.552,1.28,15.7,0.242,0.743,0.501,0.161,0.476,0.523,89.0,0.52,1,4,6,4,4,19,2,4,14,17,19,20,4,10,15,17,16,22,3,210,2000-01,1
18,By Year,1999-00,82,50,32,0.61,3966.0,99.8,98.1,1.7,0.548,1.32,15.9,0.247,0.731,0.497,0.159,0.482,0.527,91.66,0.507,1,3,5,3,13,17,5,7,17,14,16,14,12,13,14,14,14,18,7,210,1999-00,1
19,By Year,1998-99,50,27,23,0.54,2420.0,96.2,94.3,1.9,0.598,1.2,16.0,0.279,0.71,0.502,0.179,0.463,0.509,89.46,0.515,22,18,1,6,22,22,1,6,6,20,15,8,22,8,19,22,21,21,5,210,1998-99,1
20,By Year,1997-98,82,43,39,0.524,3966.0,100.4,97.1,3.3,0.624,1.43,17.4,0.295,0.74,0.516,0.167,0.476,0.521,90.79,0.517,1,5,7,7,13,16,3,3,2,12,1,4,7,4,17,16,17,19,4,210,1997-98,1
21,By Year,1996-97,82,57,25,0.695,4125.0,102.2,97.6,4.6,0.628,1.24,17.3,0.305,0.734,0.527,0.191,0.501,0.546,89.56,0.537,1,1,2,1,1,10,4,2,1,19,2,3,10,2,22,7,4,20,1,210,1996-97,1
0,By Year,2017-18,70,21,49,0.3,3370.0,103.9,108.6,-4.7,0.596,1.57,17.6,0.2,0.751,0.475,0.147,0.52,0.553,100.41,0.471,20,20,17,19,20,6,22,17,6,4,3,22,9,22,5,5,5,1,17,210,2017-18,0
1,By Year,2016-17,82,29,53,0.354,3961.0,101.2,108.0,-6.8,0.58,1.67,16.8,0.216,0.774,0.487,0.133,0.489,0.524,99.11,0.46,1,17,18,17,10,14,21,20,10,2,5,21,1,17,1,12,15,3,19,210,2016-17,0
2,By Year,2015-16,82,35,47,0.427,3981.0,102.6,104.6,-2.0,0.596,1.67,17.7,0.231,0.765,0.494,0.142,0.5,0.533,98.16,0.488,1,15,16,16,4,8,15,14,5,1,2,18,4,13,3,8,9,4,14,210,2015-16,0
3,By Year,2014-15,82,25,57,0.305,3951.0,99.6,105.2,-5.6,0.55,1.39,16.3,0.231,0.76,0.49,0.155,0.494,0.524,95.89,0.455,1,18,19,18,15,16,18,19,15,13,12,19,5,14,12,10,14,6,21,210,2014-15,0
4,By Year,2013-14,82,23,59,0.28,3991.0,99.3,104.8,-5.5,0.571,1.41,16.5,0.224,0.755,0.489,0.153,0.487,0.525,95.87,0.466,1,19,20,20,2,18,17,18,11,9,9,20,7,16,11,13,13,7,18,210,2013-14,0
5,By Year,2012-13,82,20,62,0.244,3956.0,98.9,106.7,-7.8,0.605,1.57,17.7,0.254,0.746,0.5,0.153,0.485,0.514,94.48,0.459,1,22,22,22,12,20,19,21,3,5,1,14,11,12,10,14,18,13,20,210,2012-13,0
6,By Year,2011-12,66,37,29,0.561,3193.0,102.4,101.7,0.7,0.581,1.34,16.2,0.265,0.755,0.507,0.162,0.506,0.533,91.15,0.493,21,12,4,6,21,9,9,8,9,16,13,11,8,8,15,6,8,19,11,210,2011-12,1
7,By Year,2010-11,82,52,30,0.634,3966.0,105.7,99.1,6.6,0.553,1.34,16.0,0.261,0.769,0.521,0.159,0.521,0.554,93.49,0.534,1,3,5,4,7,4,4,3,14,17,14,13,3,1,14,3,4,16,3,210,2010-11,1
8,By Year,2009-10,82,59,23,0.72,3946.0,109.5,100.2,9.3,0.537,1.4,16.0,0.246,0.774,0.519,0.15,0.536,0.573,94.22,0.551,1,1,2,1,17,1,6,1,19,11,15,15,2,3,9,2,2,14,1,210,2009-10,1
9,By Year,2008-09,82,59,23,0.72,3946.0,107.2,98.9,8.3,0.544,1.39,15.7,0.24,0.759,0.507,0.148,0.52,0.559,94.59,0.545,1,1,2,1,18,3,3,2,17,12,17,16,6,9,6,4,3,12,2,210,2008-09,1
10,By Year,2007-08,82,52,30,0.634,3956.0,109.0,102.7,6.3,0.558,1.45,16.5,0.234,0.748,0.502,0.149,0.537,0.575,95.63,0.529,1,3,5,4,12,2,12,4,13,6,8,17,10,10,8,1,1,11,4,210,2007-08,1
11,By Year,2006-07,82,40,42,0.488,3956.0,102.0,101.7,0.4,0.53,1.1,15.2,0.293,0.737,0.52,0.183,0.5,0.544,92.2,0.502,1,11,13,13,14,13,8,11,20,22,20,6,12,2,22,7,6,17,6,210,2006-07,1
12,By Year,2005-06,82,36,46,0.439,3981.0,103.6,104.7,-1.1,0.514,1.21,15.1,0.285,0.725,0.511,0.165,0.496,0.543,90.65,0.495,1,13,14,14,4,7,16,13,22,19,21,8,13,5,16,9,7,20,10,210,2005-06,0
13,By Year,2004-05,82,36,46,0.439,3941.0,102.1,104.2,-2.1,0.522,1.2,14.9,0.299,0.713,0.509,0.165,0.478,0.529,97.42,0.489,1,13,14,14,19,12,14,16,21,20,22,5,14,6,17,16,11,5,13,210,2004-05,0
14,By Year,2003-04,82,21,61,0.256,3966.0,99.3,107.5,-8.3,0.545,1.41,15.3,0.281,0.687,0.479,0.145,0.461,0.504,93.65,0.434,1,20,21,21,9,19,20,22,16,10,19,9,20,20,4,20,20,15,22,210,2003-04,0
15,By Year,2002-03,82,42,40,0.512,3961.0,102.3,101.9,0.4,0.569,1.42,15.9,0.27,0.711,0.484,0.149,0.478,0.526,95.83,0.482,1,8,10,10,10,11,10,10,12,8,16,10,15,19,7,17,12,8,16,210,2002-03,1
16,By Year,2001-02,82,44,38,0.537,3966.0,104.1,102.5,1.6,0.584,1.61,16.9,0.263,0.692,0.476,0.141,0.493,0.533,95.75,0.497,1,6,8,8,7,5,11,5,8,3,4,12,19,21,2,11,10,10,8,210,2001-02,1
17,By Year,2000-01,82,43,39,0.524,3991.0,100.4,99.2,1.2,0.598,1.45,16.6,0.291,0.698,0.489,0.156,0.474,0.513,95.82,0.495,1,7,9,9,2,15,5,7,4,7,7,7,18,15,13,18,19,9,9,210,2000-01,1
18,By Year,1999-00,82,41,41,0.5,3951.0,99.4,98.9,0.5,0.539,1.18,15.4,0.316,0.699,0.508,0.175,0.473,0.516,100.19,0.497,1,9,11,11,15,17,2,9,18,21,18,3,17,7,20,19,17,2,7,210,1999-00,0
19,By Year,1998-99,50,33,17,0.66,2410.0,96.7,95.3,1.4,0.632,1.3,16.7,0.326,0.708,0.514,0.177,0.456,0.498,91.45,0.519,22,16,1,3,22,22,1,6,1,18,6,2,16,4,21,21,22,18,5,210,1998-99,1
20,By Year,1997-98,82,41,41,0.5,3970.0,98.8,100.9,-2.1,0.611,1.35,16.4,0.342,0.669,0.502,0.168,0.452,0.499,89.99,0.489,1,9,11,11,6,21,7,15,2,15,11,1,22,11,19,22,21,21,12,210,1997-98,0
21,By Year,1996-97,82,45,37,0.549,4088.0,102.3,103.3,-1.0,0.595,1.35,16.4,0.309,0.673,0.486,0.166,0.481,0.524,88.34,0.486,1,5,7,7,1,10,13,12,7,14,10,4,21,18,18,15,16,22,15,210,1996-97,1
0,By Year,2017-18,70,40,30,0.571,3370.0,107.2,105.6,1.6,0.54,1.63,16.9,0.224,0.763,0.496,0.137,0.527,0.559,98.48,0.51,20,14,7,9,20,1,20,11,20,2,9,20,3,15,1,1,1,5,12,210,2017-18,0
1,By Year,2016-17,82,42,40,0.512,3971.0,106.2,106.3,-0.1,0.572,1.63,17.2,0.212,0.755,0.487,0.139,0.516,0.558,98.15,0.505,1,9,12,12,7,2,21,17,15,1,6,22,5,20,2,2,2,6,15,210,2016-17,1
2,By Year,2015-16,82,45,37,0.549,3976.0,102.4,100.2,2.2,0.554,1.43,16.2,0.234,0.76,0.498,0.149,0.497,0.536,98.99,0.518,1,7,10,10,6,11,8,9,18,12,15,19,4,12,8,7,9,3,9,210,2015-16,1
3,By Year,2014-15,82,38,44,0.463,3971.0,100.8,100.9,-0.1,0.586,1.53,16.7,0.24,0.779,0.512,0.145,0.484,0.523,95.5,0.505,1,16,17,17,7,20,11,16,9,7,11,18,1,3,4,14,17,9,14,210,2014-15,0
4,By Year,2013-14,82,56,26,0.683,3956.0,101.5,96.7,4.8,0.56,1.33,16.0,0.249,0.768,0.521,0.158,0.49,0.535,94.9,0.545,1,3,5,3,12,16,3,5,16,16,18,16,2,2,15,9,11,11,2,210,2013-14,1
5,By Year,2012-13,81,49,32,0.605,3918.0,101.6,96.6,5.0,0.578,1.34,16.1,0.303,0.746,0.529,0.162,0.479,0.521,92.84,0.537,19,5,8,7,19,14,2,4,13,15,17,2,6,1,18,15,20,15,5,210,2012-13,1
6,By Year,2011-12,66,42,24,0.636,3198.0,103.5,100.4,3.1,0.522,1.33,14.8,0.292,0.723,0.509,0.148,0.474,0.526,93.35,0.521,21,9,3,6,21,8,9,8,22,17,22,3,14,7,7,18,16,14,8,210,2011-12,1
7,By Year,2010-11,82,37,45,0.451,3956.0,101.9,103.4,-1.5,0.536,1.28,15.3,0.259,0.741,0.502,0.157,0.486,0.533,97.24,0.492,1,17,18,18,12,12,17,20,21,20,20,13,8,9,13,13,14,7,18,210,2010-11,1
8,By Year,2009-10,82,32,50,0.39,3941.0,101.3,104.2,-2.9,0.573,1.4,16.2,0.216,0.73,0.471,0.151,0.491,0.536,99.41,0.476,1,22,22,22,18,17,18,21,14,14,14,21,11,22,10,8,10,2,22,210,2009-10,0
9,By Year,2008-09,82,36,46,0.439,3966.0,105.4,106.5,-1.2,0.551,1.49,16.3,0.254,0.745,0.498,0.145,0.501,0.545,98.94,0.489,1,18,19,19,9,6,22,19,19,11,13,14,7,13,5,5,5,4,19,210,2008-09,0
10,By Year,2007-08,82,36,46,0.439,3951.0,103.7,104.6,-0.9,0.601,1.51,17.0,0.244,0.739,0.487,0.15,0.498,0.54,100.13,0.485,1,18,19,19,15,7,19,18,8,9,8,17,9,21,9,6,6,1,20,210,2007-08,0
11,By Year,2006-07,82,35,47,0.427,3956.0,100.0,103.0,-3.0,0.585,1.26,16.0,0.284,0.727,0.501,0.17,0.474,0.523,94.93,0.485,1,20,21,21,14,21,16,22,11,22,19,7,12,10,21,19,18,10,21,210,2006-07,0
12,By Year,2005-06,82,41,41,0.5,3946.0,101.6,99.9,1.7,0.585,1.3,16.1,0.271,0.726,0.505,0.165,0.487,0.533,92.05,0.514,1,12,14,14,17,15,7,10,10,19,16,9,13,8,20,11,13,16,10,210,2005-06,1
13,By Year,2004-05,82,44,38,0.537,3981.0,102.4,101.9,0.5,0.558,1.27,15.2,0.264,0.713,0.492,0.158,0.476,0.534,89.63,0.504,1,8,11,11,5,10,15,13,17,21,21,12,18,17,14,17,12,20,16,210,2004-05,1
14,By Year,2003-04,82,61,21,0.744,3961.0,100.9,94.8,6.1,0.644,1.5,17.5,0.285,0.739,0.509,0.159,0.471,0.52,89.86,0.539,1,1,2,1,11,19,1,2,3,10,5,6,10,6,17,20,21,19,3,210,2003-04,1
15,By Year,2002-03,82,48,34,0.585,3981.0,101.6,97.9,3.7,0.656,1.58,17.8,0.29,0.723,0.511,0.155,0.469,0.522,94.23,0.538,1,6,9,8,3,13,4,7,1,5,2,4,15,5,11,22,19,13,4,210,2002-03,1
16,By Year,2001-02,82,42,40,0.512,3981.0,101.2,101.1,0.1,0.642,1.51,17.7,0.27,0.71,0.495,0.159,0.477,0.527,94.52,0.51,1,9,12,12,4,18,13,15,4,8,3,10,19,16,16,16,15,12,11,210,2001-02,1
17,By Year,2000-01,82,41,41,0.5,3996.0,99.4,99.2,0.2,0.623,1.42,17.1,0.27,0.714,0.499,0.163,0.471,0.519,91.93,0.51,1,12,14,14,2,22,6,14,5,13,7,11,17,11,19,21,22,17,13,210,2000-01,1
18,By Year,1999-00,82,56,26,0.683,3946.0,105.9,100.8,5.2,0.609,1.6,17.6,0.249,0.715,0.491,0.148,0.503,0.552,95.55,0.534,1,3,5,3,16,3,10,3,7,4,4,15,16,18,6,3,3,8,6,210,1999-00,1
19,By Year,1998-99,50,33,17,0.66,2420.0,105.6,101.0,4.6,0.581,1.55,16.6,0.287,0.699,0.497,0.145,0.486,0.537,89.08,0.526,22,21,1,5,22,4,12,6,12,6,12,5,21,14,3,12,7,21,7,210,1998-99,1
20,By Year,1997-98,82,58,24,0.707,3966.0,105.6,98.4,7.2,0.647,1.62,18.5,0.279,0.678,0.489,0.157,0.502,0.55,90.5,0.553,1,2,3,2,9,5,5,1,2,3,1,8,22,19,12,4,4,18,1,210,1997-98,1
21,By Year,1996-97,82,39,43,0.476,4132.0,103.0,101.8,1.2,0.614,1.31,16.9,0.313,0.704,0.512,0.176,0.49,0.537,88.24,0.504,1,15,16,16,1,9,14,12,6,18,10,1,20,4,22,10,8,22,17,210,1996-97,0
0,By Year,2017-18,68,38,30,0.559,3284.0,106.4,103.3,3.1,0.651,1.53,18.7,0.257,0.779,0.526,0.167,0.53,0.565,101.37,0.527,20,9,3,5,20,1,13,3,1,4,1,13,1,1,16,1,1,2,3,210,2017-18,0
1,By Year,2016-17,82,28,54,0.341,3966.0,100.7,106.4,-5.7,0.631,1.43,17.6,0.224,0.753,0.488,0.164,0.501,0.539,100.96,0.47,1,16,17,17,10,13,18,18,2,8,5,21,2,17,13,2,2,3,18,210,2016-17,0
2,By Year,2015-16,82,10,72,0.122,3961.0,96.6,106.7,-10.0,0.594,1.31,16.3,0.206,0.74,0.464,0.162,0.487,0.519,100.23,0.428,1,22,22,22,12,20,19,21,10,14,10,22,5,22,10,6,11,4,20,210,2015-16,0
3,By Year,2014-15,82,18,64,0.22,3961.0,93.0,102.1,-9.1,0.609,1.16,15.6,0.255,0.73,0.481,0.179,0.459,0.494,98.28,0.426,1,21,21,21,12,22,9,20,6,21,20,15,8,20,22,18,22,5,21,210,2014-15,0
4,By Year,2013-14,82,19,63,0.232,3971.0,96.8,107.5,-10.7,0.576,1.29,16.0,0.248,0.724,0.477,0.164,0.475,0.51,101.62,0.426,1,20,20,20,8,19,20,22,15,17,14,18,12,21,14,12,16,1,22,210,2013-14,0
5,By Year,2012-13,82,34,48,0.415,3951.0,99.5,103.0,-3.4,0.61,1.74,17.9,0.249,0.734,0.484,0.139,0.481,0.509,93.31,0.474,1,13,14,14,15,15,12,16,4,3,2,17,6,19,3,9,17,13,17,210,2012-13,0
6,By Year,2011-12,66,35,31,0.53,3183.0,101.7,96.6,5.1,0.588,1.97,17.6,0.244,0.752,0.497,0.121,0.48,0.511,91.88,0.532,21,11,4,6,21,8,3,1,11,1,4,20,3,13,1,11,15,19,2,210,2011-12,1
7,By Year,2010-11,82,41,41,0.5,3986.0,104.0,102.5,1.5,0.596,1.75,17.7,0.246,0.745,0.496,0.136,0.494,0.535,93.95,0.51,1,6,9,9,2,3,10,7,8,2,3,19,4,14,2,4,4,11,7,210,2010-11,1
8,By Year,2009-10,82,27,55,0.329,3961.0,103.4,107.6,-4.2,0.558,1.45,16.5,0.276,0.732,0.5,0.154,0.496,0.534,93.91,0.478,1,18,18,18,14,5,21,17,19,6,8,11,7,9,7,3,5,12,15,210,2009-10,0
9,By Year,2008-09,82,41,41,0.5,3951.0,104.7,104.7,0.0,0.55,1.42,16.0,0.313,0.714,0.512,0.152,0.485,0.532,92.61,0.503,1,6,9,9,15,2,16,9,21,10,17,7,15,6,5,7,6,18,9,210,2008-09,1
10,By Year,2007-08,82,40,42,0.488,3951.0,103.0,103.4,-0.4,0.547,1.43,16.0,0.318,0.72,0.517,0.152,0.482,0.522,93.08,0.5,1,8,11,11,15,6,14,10,22,7,15,4,14,4,6,8,9,16,10,210,2007-08,1
11,By Year,2006-07,82,35,47,0.427,3976.0,101.0,103.9,-2.9,0.569,1.33,16.2,0.272,0.708,0.491,0.163,0.48,0.53,93.17,0.489,1,11,13,13,4,10,15,13,16,13,12,12,17,15,12,10,7,14,13,210,2006-07,0
12,By Year,2005-06,82,38,44,0.463,3981.0,103.7,104.8,-1.2,0.551,1.43,15.9,0.256,0.713,0.485,0.148,0.487,0.538,95.13,0.492,1,9,12,12,3,4,17,12,20,9,19,14,16,18,4,5,3,9,12,210,2005-06,0
13,By Year,2004-05,82,43,39,0.524,3971.0,100.8,101.5,-0.7,0.58,1.34,16.0,0.254,0.727,0.488,0.158,0.475,0.528,97.54,0.493,1,4,7,7,9,11,8,11,14,12,16,16,9,16,9,13,8,6,11,210,2004-05,1
14,By Year,2003-04,82,33,49,0.402,3971.0,96.1,99.1,-3.0,0.611,1.25,16.3,0.282,0.707,0.497,0.174,0.456,0.505,90.66,0.484,1,14,15,15,6,21,6,14,3,19,11,10,18,12,18,20,19,22,14,210,2003-04,0
15,By Year,2002-03,82,48,34,0.585,3971.0,101.8,100.0,1.8,0.595,1.46,16.7,0.303,0.727,0.511,0.155,0.466,0.52,94.02,0.516,1,3,6,3,6,7,7,5,9,5,7,9,10,7,8,16,10,10,6,210,2002-03,1
16,By Year,2001-02,82,43,39,0.524,3946.0,99.1,97.5,1.6,0.584,1.3,16.0,0.317,0.721,0.521,0.167,0.452,0.507,91.5,0.52,1,4,7,7,19,16,4,6,12,16,18,5,13,3,15,21,18,20,4,210,2001-02,1
17,By Year,2000-01,82,56,26,0.683,3971.0,100.7,96.2,4.5,0.583,1.31,16.2,0.312,0.725,0.523,0.168,0.468,0.518,93.14,0.536,1,1,2,1,5,12,2,2,13,15,13,8,11,2,17,15,12,15,1,210,2000-01,1
18,By Year,1999-00,82,49,33,0.598,3966.0,98.5,97.5,0.9,0.607,1.42,16.7,0.314,0.699,0.503,0.163,0.457,0.501,95.29,0.508,1,2,5,2,10,17,5,8,7,11,6,6,19,8,11,19,20,8,8,210,1999-00,1
19,By Year,1998-99,50,28,22,0.56,2430.0,96.8,94.6,2.2,0.564,1.14,14.8,0.342,0.698,0.516,0.178,0.439,0.494,91.43,0.518,22,16,1,4,22,18,1,4,18,22,22,1,20,5,21,22,21,21,5,210,1998-99,1
20,By Year,1997-98,82,31,51,0.378,3951.0,99.7,102.7,-3.0,0.609,1.28,16.4,0.325,0.673,0.497,0.177,0.462,0.514,93.02,0.478,1,15,16,16,18,14,11,15,5,18,9,3,21,11,19,17,14,17,16,210,1997-98,0
