,GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,PLAYOFFS
0,By Year,2017-18,70,20,50,0.286,48.1,38.2,85.2,0.448,11.1,30.5,0.366,16.5,20.7,0.796,9.3,31.9,41.2,23.8,15.7,8.0,4.4,5.4,20.0,20.8,104.0,-5.2,20,21,16,21,21,3,1,13,1,1,5,17,20,1,18,3,13,5,16,9,18,19,12,5,1,19,210,2017-18,0
1,By Year,2016-17,82,43,39,0.524,48.5,38.1,84.4,0.451,8.9,26.1,0.341,18.1,24.9,0.728,10.3,34.1,44.3,23.6,15.8,8.2,4.8,5.2,18.2,21.6,103.2,-0.9,1,9,11,11,5,4,3,12,5,4,16,11,7,20,15,1,2,6,17,5,11,18,4,4,2,12,210,2016-17,1
2,By Year,2015-16,82,48,34,0.585,48.4,38.6,84.4,0.458,9.9,28.4,0.35,15.6,20.0,0.783,8.3,33.8,42.1,25.6,15.0,9.1,5.9,5.0,19.1,18.3,102.8,3.6,1,5,7,7,13,2,2,7,3,2,15,20,21,3,22,2,9,2,10,1,2,13,7,13,3,4,210,2015-16,1
3,By Year,2014-15,82,60,22,0.732,48.1,38.1,81.7,0.466,10.0,26.2,0.38,16.5,21.2,0.778,8.7,31.8,40.6,25.7,14.2,9.1,4.6,4.9,17.8,19.6,102.5,5.4,1,1,2,1,18,5,6,2,2,3,1,18,17,6,20,4,17,1,5,2,14,10,1,8,4,2,210,2014-15,1
4,By Year,2013-14,82,38,44,0.463,48.4,37.3,81.6,0.458,9.4,25.8,0.363,17.0,21.7,0.781,8.7,31.3,40.0,24.9,15.3,8.3,4.0,4.3,19.2,20.0,101.0,-0.5,1,11,12,12,13,7,7,6,4,5,7,15,16,4,21,8,21,3,12,4,22,4,8,7,6,10,210,2013-14,1
5,By Year,2012-13,82,44,38,0.537,48.4,37.6,81.0,0.464,8.6,23.2,0.371,14.1,19.7,0.715,9.2,31.6,40.9,24.5,14.9,8.1,4.5,4.3,18.0,18.8,98.0,0.4,1,7,9,9,9,6,11,3,6,6,2,22,22,21,19,5,16,4,7,8,17,3,3,11,9,9,210,2012-13,1
6,By Year,2011-12,66,40,26,0.606,49.0,36.8,81.0,0.454,7.5,20.2,0.37,15.5,21.0,0.74,9.9,31.3,41.2,22.4,14.0,8.1,4.6,4.7,17.8,19.1,96.6,3.4,21,10,3,6,2,8,10,9,8,8,3,21,19,17,16,7,14,7,4,7,15,8,2,10,11,6,210,2011-12,1
7,By Year,2010-11,82,44,38,0.537,48.1,36.2,78.4,0.462,6.1,17.4,0.352,16.4,21.1,0.779,9.3,30.0,39.3,22.0,13.6,6.1,4.2,4.2,19.0,18.5,95.0,-0.8,1,7,9,9,18,11,18,4,11,11,14,19,18,5,17,12,22,9,3,22,21,2,6,12,13,11,210,2010-11,1
8,By Year,2009-10,82,53,29,0.646,48.4,38.8,82.9,0.468,6.4,17.7,0.36,17.7,23.3,0.759,11.8,29.9,41.7,21.8,12.0,7.2,5.0,4.4,19.9,19.3,101.7,4.7,1,3,5,3,12,1,5,1,10,10,8,13,14,13,11,15,11,10,1,18,9,6,11,9,5,3,210,2009-10,1
9,By Year,2008-09,82,47,35,0.573,48.1,36.0,78.7,0.458,7.3,19.9,0.366,18.7,25.4,0.737,10.6,29.4,40.0,20.2,12.8,7.4,4.6,4.3,19.6,20.5,98.1,1.6,1,6,8,8,22,12,16,5,9,9,6,7,6,18,14,18,20,12,2,16,16,4,9,6,8,8,210,2008-09,1
10,By Year,2007-08,82,37,45,0.451,48.4,36.3,79.9,0.454,4.7,13.1,0.356,21.0,27.2,0.772,12.3,29.9,42.2,22.0,14.9,7.3,5.5,5.1,20.4,21.9,98.2,-1.8,1,12,13,13,9,10,13,10,16,16,11,2,3,8,8,14,8,8,9,17,5,15,14,3,7,13,210,2007-08,1
11,By Year,2006-07,82,30,52,0.366,48.5,34.5,77.7,0.444,4.2,12.7,0.329,20.5,26.9,0.761,11.9,28.2,40.1,19.2,15.9,7.4,5.4,5.1,24.0,22.6,93.7,-4.8,1,16,17,16,8,19,19,16,17,18,19,4,5,11,10,21,19,17,18,15,6,15,20,2,18,17,210,2006-07,0
12,By Year,2005-06,82,26,56,0.317,48.5,35.9,79.2,0.454,5.2,14.1,0.367,20.2,26.9,0.75,13.0,27.2,40.3,19.8,15.7,7.2,4.8,5.1,25.0,22.6,97.2,-4.8,1,19,20,19,5,13,15,11,12,14,4,5,4,15,5,22,18,15,15,19,12,17,22,1,10,17,210,2005-06,0
13,By Year,2004-05,82,13,69,0.159,48.4,35.9,81.4,0.441,3.7,11.9,0.312,17.3,24.3,0.711,13.4,28.5,41.9,19.7,16.1,7.7,4.2,5.9,24.5,0.0,92.7,-9.7,1,22,22,22,9,14,8,17,21,20,21,14,9,22,4,20,10,16,19,12,20,20,21,21,20,22,210,2004-05,0
14,By Year,2003-04,82,28,54,0.341,48.5,34.5,79.6,0.433,5.1,15.2,0.335,18.7,24.1,0.776,12.1,30.6,42.7,20.1,16.5,7.6,5.0,5.1,22.3,0.0,92.8,-4.6,1,17,18,17,4,20,14,20,14,12,17,8,11,7,9,10,6,14,20,13,10,14,18,20,19,16,210,2003-04,0
15,By Year,2002-03,82,35,47,0.427,48.6,34.9,78.5,0.444,4.9,13.9,0.352,19.4,24.5,0.793,11.4,31.2,42.6,20.5,16.7,7.5,5.8,5.0,21.7,0.1,94.1,-3.6,1,13,14,14,3,18,17,15,15,15,13,6,8,2,13,9,7,11,21,14,3,12,17,18,16,14,210,2002-03,0
16,By Year,2001-02,82,33,49,0.402,48.2,35.4,80.6,0.439,5.2,14.6,0.354,18.1,23.7,0.765,11.6,29.8,41.5,20.2,15.5,8.1,4.3,6.2,20.8,0.1,94.0,-4.2,1,14,15,15,17,15,12,19,13,13,12,10,13,9,12,16,12,13,14,6,19,21,15,17,17,15,210,2001-02,0
17,By Year,2000-01,82,25,57,0.305,48.1,35.1,81.3,0.431,4.1,11.4,0.357,16.8,22.1,0.759,12.5,30.4,42.9,19.0,16.7,7.7,4.7,6.3,22.7,0.0,91.0,-5.2,1,20,21,20,18,17,9,21,19,21,10,16,15,12,6,11,5,19,22,11,13,22,19,21,21,20,210,2000-01,0
18,By Year,1999-00,82,28,54,0.341,48.4,36.6,83.0,0.441,3.1,9.9,0.317,18.0,24.2,0.743,14.0,31.3,45.3,18.9,15.4,6.1,5.6,4.9,21.0,1.6,94.3,-5.4,1,17,18,17,13,9,4,18,22,22,20,12,10,16,1,6,1,21,13,21,4,10,16,14,15,21,210,1999-00,0
19,By Year,1998-99,50,31,19,0.62,48.3,30.8,75.2,0.409,3.9,12.9,0.306,20.8,28.4,0.731,13.5,30.0,43.5,15.6,14.9,6.9,5.2,4.9,19.7,0.2,86.3,2.9,22,15,1,4,16,22,22,22,20,17,22,3,1,19,2,13,3,22,8,20,8,9,10,15,22,7,210,1998-99,1
20,By Year,1997-98,82,50,32,0.61,48.5,35.2,77.5,0.455,4.1,12.4,0.332,21.3,28.2,0.756,13.5,29.5,43.0,19.1,14.8,7.9,6.0,4.5,20.4,0.2,95.9,3.5,1,4,6,5,5,16,20,8,18,19,18,1,2,14,3,17,4,18,6,10,1,7,13,16,12,5,210,1997-98,1
21,By Year,1996-97,82,56,26,0.683,49.7,34.3,76.9,0.446,8.0,22.4,0.36,18.2,23.8,0.763,12.5,28.7,41.1,19.0,15.0,8.5,5.2,4.0,18.4,0.1,94.8,5.4,1,2,3,2,1,21,21,14,7,7,9,9,12,10,7,19,15,20,11,3,7,1,5,19,14,1,210,1996-97,1
0,By Year,2017-18,70,47,23,0.671,48.4,38.4,85.4,0.45,11.7,31.3,0.374,15.8,20.7,0.766,9.3,35.2,44.5,22.4,13.9,7.2,4.7,4.5,20.1,19.0,104.3,3.9,20,8,3,4,12,4,3,10,2,2,3,19,20,9,17,1,2,9,5,20,8,2,2,11,3,4,210,2017-18,0
1,By Year,2016-17,82,53,29,0.646,48.2,38.6,85.1,0.454,12.0,33.4,0.359,18.7,23.2,0.807,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,108.0,2.6,1,4,6,5,17,3,4,9,1,1,10,11,15,1,18,3,10,1,1,18,15,15,4,7,1,7,210,2016-17,1
2,By Year,2015-16,82,48,34,0.585,48.2,39.2,89.2,0.439,8.7,26.1,0.335,18.5,23.5,0.788,11.6,33.3,44.9,24.2,13.7,9.2,4.2,5.5,21.9,21.0,105.7,3.2,1,7,10,9,14,1,1,16,4,4,17,12,14,2,6,2,1,3,3,7,12,19,11,6,2,6,210,2015-16,1
3,By Year,2014-15,82,40,42,0.488,48.5,38.9,87.9,0.443,8.0,24.6,0.327,15.4,20.5,0.754,11.1,32.7,43.8,24.5,13.8,8.2,3.6,5.3,21.2,18.8,101.4,0.2,1,12,14,13,4,2,2,14,6,5,22,20,21,14,8,4,3,2,4,14,20,16,5,12,4,11,210,2014-15,1
4,By Year,2013-14,82,25,57,0.305,48.1,36.5,83.9,0.435,7.0,21.1,0.333,16.2,20.8,0.777,12.0,30.5,42.5,21.0,15.4,7.1,4.2,4.5,21.3,19.1,96.2,-4.5,1,19,20,20,19,13,7,18,9,7,19,18,19,4,5,11,6,16,13,21,14,4,7,10,15,21,210,2013-14,0
5,By Year,2012-13,81,41,40,0.506,49.0,37.0,79.7,0.465,6.1,17.2,0.358,16.3,21.0,0.776,8.1,31.3,39.3,22.8,14.6,8.2,4.5,4.7,21.2,19.4,96.5,-0.2,19,11,13,12,2,10,11,7,12,12,12,17,18,5,20,8,19,7,8,13,10,6,6,9,12,12,210,2012-13,1
6,By Year,2011-12,66,39,27,0.591,48.3,35.5,77.1,0.46,5.5,15.0,0.367,15.4,19.8,0.778,7.7,31.1,38.8,23.6,14.8,7.5,5.5,4.6,19.9,18.4,91.8,2.5,21,13,5,8,13,17,19,8,17,21,4,21,22,3,22,9,21,4,9,17,1,5,1,13,22,8,210,2011-12,1
7,By Year,2010-11,82,56,26,0.683,48.2,36.9,75.8,0.486,5.0,13.6,0.365,17.8,23.1,0.77,7.8,31.0,38.8,23.4,14.6,8.2,4.2,4.4,20.5,20.2,96.5,5.4,1,3,4,3,14,11,22,1,22,22,6,15,16,7,21,10,20,6,7,12,13,1,3,8,13,3,210,2010-11,1
8,By Year,2009-10,82,50,32,0.61,48.2,37.1,76.8,0.483,6.1,17.5,0.348,19.0,25.5,0.746,8.7,29.9,38.6,23.5,14.9,8.5,4.9,4.7,22.1,21.7,99.2,3.7,1,5,8,6,14,9,20,3,13,11,15,10,9,17,19,13,22,5,10,10,5,7,12,4,10,5,210,2009-10,1
9,By Year,2008-09,82,62,20,0.756,48.5,37.5,77.2,0.486,6.6,16.5,0.397,19.4,25.3,0.765,10.6,31.5,42.1,22.7,15.6,7.6,4.7,4.7,23.1,22.2,100.9,7.5,1,2,2,2,5,5,17,2,11,13,1,8,10,10,12,6,8,8,14,16,6,8,15,2,6,2,210,2008-09,1
10,By Year,2007-08,82,66,16,0.805,48.2,36.4,76.7,0.475,7.3,19.1,0.381,20.5,26.5,0.771,10.1,31.9,42.0,22.4,15.2,8.5,4.6,4.7,22.7,22.2,100.5,10.3,1,1,1,1,17,14,21,4,7,10,2,2,6,6,15,5,9,10,11,11,9,8,14,3,8,1,210,2007-08,1
11,By Year,2006-07,82,24,58,0.293,48.4,34.9,78.7,0.443,5.7,15.6,0.367,20.4,26.6,0.767,11.2,29.2,40.4,19.9,16.5,7.2,4.7,5.5,24.0,21.4,95.8,-3.4,1,20,21,21,8,18,15,13,14,16,5,3,5,8,7,19,13,21,21,19,7,18,18,5,17,20,210,2006-07,0
12,By Year,2005-06,82,33,49,0.402,48.5,36.0,77.1,0.467,5.7,15.7,0.362,20.3,26.9,0.755,9.9,29.7,39.6,20.9,16.6,7.0,5.1,4.9,24.8,22.4,98.0,-1.5,1,18,19,18,7,16,18,6,15,15,8,4,2,13,16,16,17,18,22,22,3,11,20,1,11,16,210,2005-06,0
13,By Year,2004-05,82,45,37,0.549,48.5,37.1,79.4,0.468,5.3,15.3,0.349,21.6,28.3,0.764,11.1,29.7,40.8,22.1,15.8,8.1,5.2,4.9,24.4,0.0,101.3,0.9,1,9,11,10,6,8,12,5,19,18,14,1,1,12,9,15,11,12,16,15,2,10,19,21,5,10,210,2004-05,1
14,By Year,2003-04,82,36,46,0.439,48.1,34.7,78.2,0.443,6.7,19.5,0.346,19.2,25.5,0.75,10.4,29.8,40.1,20.5,16.2,9.4,4.0,5.0,22.4,0.0,95.3,-1.5,1,14,15,14,22,20,16,12,10,9,16,9,8,15,13,14,14,20,19,5,17,13,13,20,18,15,210,2003-04,1
15,By Year,2002-03,82,44,38,0.537,48.4,32.9,79.4,0.415,8.8,26.3,0.334,18.0,24.3,0.742,10.4,30.1,40.5,19.2,14.0,8.8,3.7,4.5,21.4,0.0,92.7,-0.4,1,10,12,11,9,22,13,22,3,3,18,14,11,19,14,12,12,22,6,9,19,3,8,18,21,13,210,2002-03,1
16,By Year,2001-02,82,49,33,0.598,48.4,34.8,82.1,0.424,8.5,23.7,0.359,18.3,23.9,0.764,10.9,31.3,42.2,21.0,13.6,9.7,3.6,5.8,21.7,0.0,96.4,2.2,1,6,9,7,9,19,10,21,5,6,11,13,13,11,11,7,7,17,2,4,21,21,9,19,14,9,210,2001-02,1
17,By Year,2000-01,82,36,46,0.439,48.4,33.8,79.1,0.428,7.2,19.9,0.363,19.8,26.7,0.74,10.9,28.9,39.8,20.8,15.7,9.4,4.1,5.4,23.8,0.0,94.6,-2.1,1,14,15,14,9,21,14,20,8,8,7,6,4,20,10,20,16,19,15,6,16,17,16,21,19,18,210,2000-01,0
18,By Year,1999-00,82,35,47,0.427,48.1,37.2,83.9,0.444,5.1,15.4,0.331,19.8,26.5,0.745,13.5,29.5,43.0,21.2,15.4,9.7,3.5,5.8,27.1,2.3,99.3,-0.8,1,17,18,17,19,7,8,11,20,17,21,6,7,18,3,17,4,15,12,3,22,20,22,14,9,14,210,1999-00,0
19,By Year,1998-99,50,19,31,0.38,48.6,36.3,83.3,0.436,5.5,15.2,0.36,14.9,21.5,0.692,13.6,29.2,42.8,21.5,16.1,9.1,5.1,5.1,23.9,0.1,93.0,-1.9,22,21,7,19,3,15,9,17,18,20,9,22,17,22,2,18,5,14,17,8,4,14,17,16,20,17,210,1998-99,0
20,By Year,1997-98,82,36,46,0.439,48.1,36.7,84.6,0.434,5.1,15.2,0.332,17.4,24.0,0.726,14.6,24.9,39.5,22.1,16.2,12.0,4.5,5.0,26.8,0.2,95.9,-2.6,1,14,15,14,19,12,6,19,21,19,20,16,12,21,1,22,18,11,18,1,11,12,21,15,16,19,210,1997-98,0
21,By Year,1996-97,82,15,67,0.183,50.1,37.4,85.0,0.44,5.7,16.2,0.351,20.1,26.8,0.75,13.3,26.7,40.0,21.9,16.4,9.9,3.8,6.8,21.7,0.1,100.6,-7.3,1,22,22,22,1,6,5,15,15,14,13,5,3,16,4,21,15,13,20,2,18,22,10,17,7,22,210,1996-97,0
0,By Year,2017-18,69,40,29,0.58,48.1,40.2,84.5,0.476,12.0,32.7,0.368,17.9,23.0,0.779,8.3,33.7,41.9,23.5,14.0,7.1,4.0,4.1,19.0,20.6,110.3,0.2,20,12,5,8,21,1,3,2,2,2,8,15,18,1,22,3,17,2,8,13,18,2,3,8,2,11,210,2017-18,0
1,By Year,2016-17,82,51,31,0.622,48.5,39.9,84.9,0.47,13.0,33.9,0.384,17.5,23.3,0.748,9.3,34.4,43.7,22.7,13.7,6.6,4.0,4.3,18.1,20.6,110.3,3.2,1,5,7,5,3,2,1,3,1,1,2,18,17,13,21,1,6,6,3,22,17,4,1,6,1,6,210,2016-17,1
2,By Year,2015-16,82,57,25,0.695,48.4,38.7,84.0,0.46,10.7,29.6,0.362,16.3,21.7,0.748,10.6,33.9,44.5,22.7,13.6,6.7,3.9,4.4,20.3,20.6,104.3,6.0,1,3,3,3,6,3,5,5,3,3,10,21,21,14,17,2,4,5,2,20,20,8,9,6,3,3,210,2015-16,1
3,By Year,2014-15,82,53,29,0.646,48.2,37.7,82.2,0.458,10.1,27.5,0.367,17.7,23.6,0.751,11.1,31.9,43.0,22.1,14.3,7.4,4.1,4.5,18.4,20.5,103.1,4.5,1,4,5,4,16,5,8,6,4,4,9,17,16,9,14,7,8,9,12,10,14,9,2,9,4,4,210,2014-15,1
4,By Year,2013-14,82,33,49,0.402,48.6,37.0,84.8,0.437,7.1,20.0,0.356,17.0,22.7,0.751,12.1,32.1,44.1,21.2,14.2,7.1,3.7,5.6,20.0,19.5,98.2,-3.3,1,14,16,15,2,6,2,17,7,6,12,19,19,10,10,5,5,12,10,14,22,15,6,13,7,15,210,2013-14,0
5,By Year,2012-13,82,24,58,0.293,48.1,36.5,84.2,0.434,6.7,19.3,0.346,16.8,22.3,0.756,12.2,28.8,41.0,20.7,14.0,7.9,4.1,6.8,21.2,19.7,96.5,-4.7,1,18,20,20,22,8,4,19,9,9,14,20,20,6,9,18,18,18,9,6,15,22,13,12,12,19,210,2012-13,0
6,By Year,2011-12,66,21,45,0.318,48.4,34.3,81.2,0.422,6.7,19.3,0.346,17.8,24.9,0.716,12.7,29.5,42.3,19.8,15.4,7.1,4.0,6.2,20.0,20.9,93.0,-7.2,21,20,14,19,11,20,12,22,10,8,15,16,10,21,5,17,13,21,17,16,19,20,5,4,16,20,210,2011-12,0
7,By Year,2010-11,82,19,63,0.232,48.2,35.2,81.1,0.434,6.2,18.2,0.342,18.9,25.3,0.745,10.4,29.9,40.3,21.0,14.2,6.6,4.2,6.0,20.1,21.3,95.5,-9.0,1,21,21,21,20,17,14,18,11,11,16,8,8,16,18,15,19,13,11,21,13,17,7,3,14,21,210,2010-11,0
8,By Year,2009-10,82,61,21,0.744,48.2,37.8,77.9,0.485,7.3,19.3,0.381,19.1,26.6,0.72,9.6,32.8,42.5,22.4,13.9,6.9,5.2,4.0,19.4,20.8,102.1,6.5,1,2,2,2,17,4,19,1,6,7,3,6,5,19,19,4,10,8,4,19,8,1,4,5,5,2,210,2009-10,1
9,By Year,2008-09,82,66,16,0.805,48.2,36.9,78.7,0.468,8.0,20.4,0.393,18.6,24.5,0.757,10.8,31.4,42.2,20.3,12.7,7.2,5.3,4.1,20.3,20.3,100.3,8.9,1,1,1,1,18,7,17,4,5,5,1,11,13,4,16,8,14,19,1,11,6,3,8,11,6,1,210,2008-09,1
10,By Year,2007-08,82,45,37,0.549,48.4,35.8,81.7,0.439,6.7,18.8,0.358,18.0,25.1,0.717,13.3,31.3,44.6,20.0,14.0,7.1,5.2,4.7,20.9,20.3,96.4,-0.4,1,9,11,10,10,13,10,16,8,10,11,14,9,20,4,9,3,20,7,14,7,10,10,10,13,12,210,2007-08,1
11,By Year,2006-07,82,50,32,0.61,48.5,36.3,81.2,0.447,6.0,17.1,0.352,18.1,26.0,0.696,12.7,30.8,43.5,20.8,14.4,7.6,4.3,4.3,21.7,22.0,96.8,3.8,1,6,8,6,3,10,13,11,13,13,13,13,7,22,6,11,7,16,13,9,12,4,16,2,10,5,210,2006-07,1
12,By Year,2005-06,82,50,32,0.61,48.4,35.5,78.2,0.454,6.1,17.9,0.339,20.6,28.3,0.729,11.7,30.6,42.3,19.0,13.9,6.9,4.8,4.4,21.1,22.5,97.6,2.2,1,6,8,6,12,15,18,8,12,12,18,1,1,17,12,12,11,22,4,18,10,7,12,1,8,8,210,2005-06,1
13,By Year,2004-05,82,42,40,0.512,48.4,36.5,81.5,0.447,3.7,11.0,0.332,19.9,26.5,0.752,13.6,28.7,42.3,22.6,13.9,8.0,5.6,5.1,22.6,0.0,96.5,0.8,1,10,12,11,5,9,11,12,17,17,20,5,6,8,3,19,12,7,6,5,4,11,17,21,11,10,210,2004-05,0
14,By Year,2003-04,82,35,47,0.427,48.4,35.6,82.4,0.433,3.0,9.6,0.314,18.6,24.7,0.753,13.6,31.9,45.6,22.0,14.8,7.1,6.5,5.3,21.3,0.0,92.9,-2.6,1,13,15,14,6,14,6,20,21,21,22,10,12,7,1,6,1,10,16,12,1,12,14,20,17,14,210,2003-04,0
15,By Year,2002-03,82,17,65,0.207,48.4,34.8,82.3,0.422,3.6,10.9,0.327,18.3,24.5,0.747,13.6,31.0,44.6,20.9,18.3,7.8,6.4,6.0,22.7,0.1,91.4,-9.6,1,22,22,22,12,18,7,21,20,18,21,12,13,15,1,10,2,15,22,8,2,18,18,19,20,22,210,2002-03,0
16,By Year,2001-02,82,29,53,0.354,48.4,36.0,80.3,0.448,4.7,12.5,0.377,18.6,24.1,0.772,11.8,30.3,42.1,23.1,14.6,7.0,5.7,5.6,21.4,0.1,95.3,-3.3,1,17,19,18,6,12,15,10,15,15,4,9,15,2,11,14,16,4,15,17,3,14,15,17,15,16,210,2001-02,0
17,By Year,2000-01,82,30,52,0.366,48.4,35.2,79.7,0.442,2.7,8.0,0.334,19.0,24.9,0.765,12.4,29.8,42.1,20.8,16.5,7.8,5.3,6.6,23.2,0.0,92.2,-4.2,1,16,18,17,12,16,16,13,22,22,19,7,11,3,7,16,15,16,19,7,5,21,19,22,19,18,210,2000-01,0
18,By Year,1999-00,82,32,50,0.39,48.4,36.3,82.1,0.442,4.2,11.2,0.373,20.2,26.9,0.75,12.3,30.5,42.8,23.7,17.4,8.7,4.4,6.1,27.1,3.0,97.0,-3.5,1,15,17,16,6,11,9,14,16,16,6,3,3,11,8,13,9,1,21,3,11,19,22,14,9,17,210,1999-00,0
19,By Year,1998-99,50,22,28,0.44,48.2,31.2,71.2,0.439,3.6,10.7,0.341,20.3,27.1,0.749,9.4,26.3,35.8,21.9,15.7,9.0,4.1,5.6,24.2,0.1,86.4,-1.7,22,19,4,13,19,22,22,15,18,19,17,2,2,12,20,22,22,11,18,2,16,16,21,18,22,13,210,1998-99,0
20,By Year,1997-98,82,47,35,0.573,48.4,34.4,75.7,0.454,3.6,9.8,0.372,20.2,26.7,0.756,11.6,28.4,40.1,23.1,17.3,9.9,5.1,5.5,23.6,0.1,92.5,2.7,1,8,10,9,15,19,20,7,19,20,7,3,4,5,13,20,20,3,20,1,9,13,20,16,18,7,210,1997-98,1
21,By Year,1996-97,82,42,40,0.512,50.2,33.0,72.8,0.453,5.9,15.7,0.376,15.6,21.6,0.723,11.1,26.3,37.4,20.9,14.5,8.0,3.8,4.3,21.1,0.2,87.5,1.8,1,10,12,11,1,21,21,9,14,14,5,22,22,18,15,21,21,14,14,4,21,6,11,15,21,9,210,1996-97,0
0,By Year,2017-18,70,40,30,0.571,48.8,42.4,88.0,0.482,10.3,28.4,0.363,16.5,21.4,0.771,8.6,35.4,43.9,26.5,15.0,7.7,5.9,4.3,19.3,20.7,111.7,0.5,15,7,2,4,1,1,1,1,1,1,6,11,12,5,16,1,1,1,15,6,3,4,4,3,1,6,210,2017-18,0
1,By Year,2016-17,82,34,48,0.415,48.5,39.1,87.0,0.45,9.4,26.8,0.35,16.7,22.3,0.75,8.6,35.1,43.7,22.8,12.9,7.8,5.5,4.2,18.2,19.3,104.3,-2.1,1,11,12,11,3,2,2,9,2,2,12,10,9,15,15,2,2,2,3,4,4,3,1,9,2,9,210,2016-17,0
2,By Year,2015-16,82,30,52,0.366,48.2,38.5,85.9,0.448,8.6,23.8,0.36,17.3,22.2,0.776,9.5,33.1,42.6,22.2,13.4,7.7,4.2,5.2,20.9,19.9,102.7,-3.8,1,13,14,13,13,5,3,11,3,3,11,8,10,3,14,3,7,4,7,7,11,8,10,7,3,14,210,2015-16,0
3,By Year,2014-15,82,45,37,0.549,48.2,37.9,82.9,0.457,7.1,19.3,0.37,16.4,21.8,0.751,11.5,32.0,43.5,22.0,13.3,6.7,6.2,5.8,18.7,18.7,99.4,0.8,1,5,6,6,13,6,6,6,5,6,4,12,11,13,6,4,4,6,5,13,2,14,2,13,7,5,210,2014-15,1
4,By Year,2013-14,82,34,48,0.415,48.4,37.8,82.5,0.459,5.9,15.9,0.373,18.2,23.6,0.769,11.4,30.3,41.7,21.3,13.8,7.9,6.4,6.1,22.6,20.3,99.7,-2.7,1,11,12,11,6,7,7,5,10,11,3,2,4,6,8,7,9,8,9,3,1,16,15,6,6,11,210,2013-14,0
5,By Year,2012-13,82,27,55,0.329,48.2,36.0,80.4,0.448,6.5,18.0,0.363,15.5,20.0,0.776,12.0,29.6,41.6,21.0,14.5,6.3,5.4,6.0,20.4,18.7,94.1,-3.9,1,14,15,14,13,9,11,10,8,9,8,16,16,4,5,13,10,10,11,16,5,15,9,12,11,15,210,2012-13,0
6,By Year,2011-12,66,21,45,0.318,48.3,34.8,77.3,0.451,3.9,11.8,0.333,16.0,21.2,0.757,11.0,30.2,41.1,20.7,15.5,7.4,4.8,5.8,20.1,18.7,89.6,-3.8,16,15,10,15,12,13,16,8,15,15,14,13,13,12,10,9,11,12,16,11,7,13,7,11,15,13,210,2011-12,0
7,By Year,2010-11,82,46,36,0.561,48.4,35.9,78.2,0.459,5.4,15.0,0.36,17.7,23.1,0.765,10.0,30.1,40.1,20.6,13.0,7.6,4.4,4.8,21.0,20.4,94.9,0.9,1,4,5,5,7,10,14,4,12,13,10,6,6,10,12,10,15,13,4,9,8,7,12,5,10,4,210,2010-11,1
8,By Year,2009-10,82,37,45,0.451,48.4,38.8,83.4,0.464,7.0,19.2,0.363,15.8,20.3,0.778,10.4,29.9,40.3,22.3,13.5,7.6,3.7,4.5,19.6,19.5,100.2,-2.5,1,10,10,10,7,3,4,3,6,7,7,15,15,2,11,12,12,3,8,8,16,5,5,8,5,10,210,2009-10,0
9,By Year,2008-09,82,49,33,0.598,48.2,35.5,77.6,0.457,6.8,18.6,0.364,18.0,22.4,0.807,9.8,29.9,39.7,19.6,12.5,7.2,4.1,3.5,20.3,20.4,95.8,1.5,1,2,3,2,16,12,15,7,7,8,5,3,7,1,13,11,16,14,2,12,12,1,8,4,8,3,210,2008-09,1
10,By Year,2007-08,82,56,26,0.683,48.3,38.6,82.9,0.466,7.7,19.8,0.389,16.0,20.8,0.769,11.4,30.4,41.8,21.8,11.9,7.8,3.9,4.0,18.7,19.2,100.9,5.3,1,1,1,1,11,4,5,2,4,5,1,14,14,7,7,6,8,7,1,5,13,2,3,10,4,1,210,2007-08,1
11,By Year,2006-07,82,39,43,0.476,48.5,36.2,81.4,0.445,5.5,15.3,0.362,17.5,23.7,0.74,12.5,30.6,43.1,18.7,14.5,6.4,4.2,4.8,19.8,21.1,95.5,-1.6,1,8,8,8,5,8,9,12,11,12,9,7,2,16,3,5,5,15,10,15,9,6,6,2,9,8,210,2006-07,0
12,By Year,2005-06,82,38,44,0.463,48.3,34.5,78.4,0.44,3.7,10.8,0.339,20.1,26.5,0.758,11.2,29.0,40.2,18.5,13.4,7.5,3.8,5.3,21.8,23.3,92.8,-2.8,1,9,9,9,10,14,13,13,16,16,13,1,1,11,9,15,14,16,6,10,14,11,14,1,13,12,210,2005-06,0
